rank,title,authors,year,id,status,role,sub_area,provenance,source,citation_count,confidence,url,notes
548,MOSAIC: Modeling Social AI for Content Dissemination and Regulation in Multi-Agent Simulations,Genglin Liu et al,2025,2504.07830,candidate,trend,"Debate, Reasoning, and Aggregation",auto-map:arxiv-query,arxiv:language-agents,0,0.83,https://arxiv.org/abs/2504.07830,arXiv query expansion
549,Cooperative Strategic Planning Enhances Reasoning Capabilities in Large Language Models,Danqing Wang et al,2024,2410.20007,candidate,core,"Debate, Reasoning, and Aggregation",auto-map:arxiv-query,arxiv:reasoning,0,0.83,https://arxiv.org/abs/2410.20007,arXiv query expansion
550,Fully Decentralized Multi-Agent Reinforcement Learning with Networked Agents,"Zhang, Kaiqing, Yang, Zhuoran, Liu, Han et al",2018,1802.08757,candidate,anchor,"Debate, Reasoning, and Aggregation",auto-map:openalex-query,openalex:marl,250,0.92,http://arxiv.org/abs/1802.08757,OpenAlex query expansion
551,ASPIRE: A Multi-Agent Framework for Execution-Free Code Analysis and Repair,"Buvaneswari A. Ramanan, Manzoor A. Khan, Abhinav Rao",2024,https://doi.org/10.1109/bigdata62323.2024.10825553,candidate,core,Agent Foundations and Infrastructure,auto-map:openalex-query,openalex:coding-agents,1,0.92,https://doi.org/10.1109/bigdata62323.2024.10825553,OpenAlex query expansion
552,Orla: A Library for Serving LLM-Based Multi-Agent Systems,Rana Shahout et al,2026,2603.13605,candidate,trend,Agent Foundations and Infrastructure,auto-map:arxiv-query,arxiv:llm-mas,0,0.92,https://arxiv.org/abs/2603.13605,arXiv query expansion
553,From Data to Story: Towards Automatic Animated Data Video Creation with LLM-Based Multi-Agent Systems,"Leixian Shen, Haotian Li, Yun Wang et al",2024,2024.00008,candidate,core,Agent Foundations and Infrastructure,auto-map:openalex-query,openalex:llm-mas,17,0.92,https://doi.org/10.1109/gen4ds63889.2024.00008,OpenAlex query expansion
554,Multi-Agent Collaboration via Cross-Team Orchestration,"Du, Zhuoyun, Qian, Chen, Liu, Wei et al",2024,2406.08979,candidate,core,Agent Foundations and Infrastructure,auto-map:openalex-query,openalex:orchestration,3,0.92,http://arxiv.org/abs/2406.08979,OpenAlex query expansion
555,CHICO-Agent: An LLM Agent for the Cross-layer Optimization of 2.5D and 3D Chiplet-based Systems,Qihang Wu et al,2026,2604.18764,candidate,trend,Agent Foundations and Infrastructure,auto-map:arxiv-query,arxiv:llm-multi-agent;arxiv:workflow,0,0.92,https://arxiv.org/abs/2604.18764,arXiv query expansion
556,Pythia: Toward Predictability-Driven Agent-Native LLM Serving,Shan Yu et al,2026,2604.25899,candidate,trend,Agent Foundations and Infrastructure,auto-map:arxiv-query,arxiv:llm-multi-agent,0,0.89,https://arxiv.org/abs/2604.25899,arXiv query expansion
557,GraphPlanner: Graph Memory-Augmented Agentic Routing for Multi-Agent LLMs,Tao Feng et al,2026,2604.23626,candidate,trend,Agent Foundations and Infrastructure,auto-map:arxiv-query,arxiv:llm-multi-agent,0,0.89,https://arxiv.org/abs/2604.23626,arXiv query expansion
558,Cooperation Breakdown in LLM Agents Under Communication Delays,Keita Nishimoto et al,2026,2602.11754,candidate,trend,Agent Foundations and Infrastructure,auto-map:arxiv-query,arxiv:llm-mas,0,0.89,https://arxiv.org/abs/2602.11754,arXiv query expansion
559,TRIZ Agents: A Multi-Agent LLM Approach for TRIZ-Based Innovation,Kamil Szczepanik et al,2025,2506.18783,candidate,trend,Agent Foundations and Infrastructure,auto-map:arxiv-query,arxiv:language-agents,0,0.89,https://arxiv.org/abs/2506.18783,arXiv query expansion
560,CMAT: A Multi-Agent Collaboration Tuning Framework for Enhancing Small Language Models,Xuechen Liang et al,2024,2404.01663,candidate,core,Agent Foundations and Infrastructure,auto-map:arxiv-query,arxiv:language-agents,0,0.89,https://arxiv.org/abs/2404.01663,arXiv query expansion
561,Building Persona-Based Agents On Demand: Tailoring Multi-Agent Workflows to User Needs,Giuseppe Arbore et al,2026,2604.27882,candidate,bridge,Agent Foundations and Infrastructure,auto-map:arxiv-query,arxiv:software-agents,0,0.86,https://arxiv.org/abs/2604.27882,arXiv query expansion
562,BioMaster: Multi-agent System for Automated Bioinformatics Analysis Workflow,"Houcheng Su, Weicai Long, Yanlin Zhang",2025,https://doi.org/10.1101/2025.01.23.634608,candidate,trend,Agent Foundations and Infrastructure,auto-map:openalex-query,openalex:workflow-generation,10,0.92,https://doi.org/10.1101/2025.01.23.634608,OpenAlex query expansion
563,LLM-Driven DAG Planning with Topological Execution for Multi-Agent AI Orchestration,"Maluskar, Hrishikesh",2026,https://doi.org/10.5281/zenodo.18911464,candidate,trend,Agent Foundations and Infrastructure,auto-map:openalex-query,openalex:orchestration,0,0.85,https://openalex.org/W7134179185,OpenAlex query expansion
564,Language-Grounded Multi-Agent Planning for Personalized and Fair Participatory Urban Sensing,Xusen Guo et al,2026,2603.24014,candidate,trend,Agent Foundations and Infrastructure,auto-map:arxiv-query,arxiv:llm-mas,0,0.83,https://arxiv.org/abs/2603.24014,arXiv query expansion
565,A Natural Language Agentic Approach to Study Affective Polarization,Stephanie Anneris Malvicini et al,2026,2603.02711,candidate,trend,Agent Foundations and Infrastructure,auto-map:arxiv-query,arxiv:language-agents,0,0.83,https://arxiv.org/abs/2603.02711,arXiv query expansion
566,Multi-agent KTO: Reinforcing Strategic Interactions of Large Language Model in Language Game,Rong Ye et al,2025,2501.14225,candidate,trend,Agent Foundations and Infrastructure,auto-map:arxiv-query,arxiv:language-agents,0,0.83,https://arxiv.org/abs/2501.14225,arXiv query expansion
567,RL4F: Generating Natural Language Feedback with Reinforcement Learning for Repairing Model Outputs,Afra Feyza Akyürek et al,2023,2305.08844,candidate,core,Agent Foundations and Infrastructure,auto-map:arxiv-query,arxiv:language-agents,0,0.83,https://arxiv.org/abs/2305.08844,arXiv query expansion
568,Evolution of coordination in pairwise and multi-player interactions via prior commitments,"Ndidi Bianca Ogbo, Aiman Elragig, The Anh Han",2021,https://doi.org/10.1177/1059712321993166,candidate,bridge,Agent Foundations and Infrastructure,auto-map:openalex-query,openalex:social-dilemmas,32,0.92,https://doi.org/10.1177/1059712321993166,OpenAlex query expansion
569,Accelerated end-to-end chemical synthesis development with large language models,"Yixiang Ruan, Chenyin Lu, Ning Xu et al",2024,https://doi.org/10.26434/chemrxiv-2024-6wmg4,candidate,core,Agent Foundations and Infrastructure,auto-map:openalex-query,openalex:web-agents,10,0.92,https://doi.org/10.26434/chemrxiv-2024-6wmg4,OpenAlex query expansion
570,Multi-Agent hierarchical workflow for autonomous code generation with Large Language Models,"Akilesh S, Rajeev Sekar, Om Kumar C U et al",2025,https://doi.org/10.1109/sceecs64059.2025.10940635,candidate,trend,Agent Foundations and Infrastructure,auto-map:openalex-query,openalex:coding-agents;openalex:workflow-generation,2,0.92,https://doi.org/10.1109/sceecs64059.2025.10940635,OpenAlex query expansion
571,Intent-Driven Network Management with Multi-Agent LLMs: The Confucius Framework,"Zhaodong Wang, Samuel Lin, Guanqing Yan et al",2025,https://doi.org/10.1145/3718958.3750537,candidate,trend,Agent Foundations and Infrastructure,auto-map:openalex-query,openalex:frameworks,2,0.89,https://doi.org/10.1145/3718958.3750537,OpenAlex query expansion
572,MiTa: A Hierarchical Multi-Agent Collaboration Framework with Memory-integrated and Task Allocation,XiaoJie Zhang et al,2026,2601.22974,candidate,trend,Agent Foundations and Infrastructure,auto-map:arxiv-query,arxiv:collaboration;arxiv:llm-mas,0,0.84,https://arxiv.org/abs/2601.22974,arXiv query expansion
573,"Think it, Run it: Autonomous ML pipeline generation via self-healing multi-agent AI",Adela Bara et al,2026,2604.27096,candidate,trend,Agent Foundations and Infrastructure,auto-map:arxiv-query,arxiv:llm-multi-agent,0,0.8,https://arxiv.org/abs/2604.27096,arXiv query expansion
574,MonoScale: Scaling Multi-Agent System with Monotonic Improvement,Shuai Shao et al,2026,2601.23219,candidate,trend,Agent Foundations and Infrastructure,auto-map:arxiv-query,arxiv:llm-mas,0,0.8,https://arxiv.org/abs/2601.23219,arXiv query expansion
575,Large language models for optical network O&M: Agent-embedded workflow for automation,Shengnan Li et al,2026,2603.11828,candidate,trend,Agent Foundations and Infrastructure,auto-map:arxiv-query,arxiv:collaboration,0,0.8,https://arxiv.org/abs/2603.11828,arXiv query expansion
576,Application of a System-Wide Trust Strategy when Supervising Multiple Autonomous Agents,"James C. Walliser, Ewart J. de Visser, Tyler H. Shaw",2016,https://doi.org/10.1177/1541931213601031,candidate,bridge,Agent Foundations and Infrastructure,auto-map:openalex-query,openalex:agentic-design,43,0.92,https://doi.org/10.1177/1541931213601031,OpenAlex query expansion
577,Repurposing Manufacturing Lines on the Fly with Multi-agent Systems for the Web of Things,"Andrei Ciortea, Simon Mayer, Florian Michahelles",2018,https://doi.org/10.65109/lkqg2705,candidate,bridge,Agent Foundations and Infrastructure,auto-map:openalex-query,openalex:agentic-design,40,0.92,https://doi.org/10.65109/lkqg2705,OpenAlex query expansion
578,Natural-Language Multi-Agent Simulations of Argumentative Opinion Dynamics,Gregor Betz,2021,2104.06737,candidate,core,Agent Foundations and Infrastructure,auto-map:arxiv-query,arxiv:language-agents,0,0.76,https://arxiv.org/abs/2104.06737,arXiv query expansion
579,Developing Artificial Herders Using Jason,Niklas Skamriis Boss et al,2009,1001.0115,candidate,bridge,Agent Foundations and Infrastructure,auto-map:arxiv-query,arxiv:language-agents,0,0.76,https://arxiv.org/abs/1001.0115,arXiv query expansion
580,Associative Memory Fields: Zero-Infrastructure Spreading Activation for LLM Multi-Agent Systems,"Seki, Takayuki",2026,https://doi.org/10.5281/zenodo.19426917,candidate,trend,Agent Foundations and Infrastructure,auto-map:openalex-query,openalex:llm-mas,2,0.84,https://doi.org/10.5281/zenodo.19426917,OpenAlex query expansion
581,Program Code Generation: Single LLMs vs. Multi-Agent Systems,"Baskhad Idrisov, Esther Eisenacher, Tim Schlippe",2025,https://doi.org/10.1109/icnlp65360.2025.11108400,candidate,trend,Agent Foundations and Infrastructure,auto-map:openalex-query,openalex:coding-agents,1,0.81,https://doi.org/10.1109/icnlp65360.2025.11108400,OpenAlex query expansion
582,Memory-Augmented LLM-based Multi-Agent System for Automated Feature Generation on Tabular Data,Fengxian Dong et al,2026,2604.20261,candidate,trend,Agent Foundations and Infrastructure,auto-map:arxiv-query,arxiv:llm-mas;arxiv:llm-multi-agent,0,0.79,https://arxiv.org/abs/2604.20261,arXiv query expansion
583,CreativeGame:Toward Mechanic-Aware Creative Game Generation,Hongnan Ma et al,2026,2604.19926,candidate,trend,Agent Foundations and Infrastructure,auto-map:arxiv-query,arxiv:llm-multi-agent,0,0.75,https://arxiv.org/abs/2604.19926,arXiv query expansion
584,PolyKV: A Shared Asymmetrically-Compressed KV Cache Pool for Multi-Agent LLM Inference,Ishan Patel et al,2026,2604.24971,candidate,trend,Agent Foundations and Infrastructure,auto-map:arxiv-query,arxiv:llm-multi-agent,0,0.75,https://arxiv.org/abs/2604.24971,arXiv query expansion
585,EvoSpark: Endogenous Interactive Agent Societies for Unified Long-Horizon Narrative Evolution,Shiyu He et al,2026,2604.12776,candidate,trend,Agent Foundations and Infrastructure,auto-map:arxiv-query,arxiv:llm-mas,0,0.75,https://arxiv.org/abs/2604.12776,arXiv query expansion
586,SynthSeg-Agents: Multi-Agent Synthetic Data Generation for Zero-Shot Weakly Supervised Semantic Segmentation,Wangyu Wu et al,2025,2512.15310,candidate,trend,Agent Foundations and Infrastructure,auto-map:arxiv-query,arxiv:generative-agents,0,0.75,https://arxiv.org/abs/2512.15310,arXiv query expansion
587,Reshaping Robot Trajectories Using Natural Language Commands: A Study of Multi-Modal Data Alignment Using Transformers,"Arthur Bucker, Luis Figueredo, Sami Haddadinl et al",2022,https://doi.org/10.1109/iros47612.2022.9981810,candidate,bridge,Agent Foundations and Infrastructure,auto-map:openalex-query,openalex:collaboration;openalex:robot-collaboration,43,0.92,https://doi.org/10.1109/iros47612.2022.9981810,OpenAlex query expansion
588,Q-Learning Algorithms: A Comprehensive Classification and Applications,"Beakcheol Jang, Myeonghwi Kim, Gaspard Harerimana et al",2019,https://doi.org/10.1109/access.2019.2941229,candidate,bridge,Agent Foundations and Infrastructure,auto-map:openalex-query,openalex:computer-control,591,0.9,https://doi.org/10.1109/access.2019.2941229,OpenAlex query expansion
589,Research on Integrity Check Method of Cloud Storage Multi-Copy Data Based on Multi-Agent,"Chunbo Wang, Xiaoqiang Di",2020,https://doi.org/10.1109/access.2020.2966803,candidate,bridge,Agent Foundations and Infrastructure,auto-map:openalex-query,openalex:workflow-generation,14,0.9,https://doi.org/10.1109/access.2020.2966803,OpenAlex query expansion
590,AgentXRay: White-Boxing Agentic Systems via Workflow Reconstruction,Ruijie Shi et al,2026,2602.05353,candidate,bridge,Agent Foundations and Infrastructure,auto-map:arxiv-query,arxiv:workflow,0,0.72,https://arxiv.org/abs/2602.05353,arXiv query expansion
591,Internet of Agentic AI: Incentive-Compatible Distributed Teaming and Workflow,Ya-Ting Yang et al,2026,2602.03145,candidate,bridge,Agent Foundations and Infrastructure,auto-map:arxiv-query,arxiv:workflow,0,0.72,https://arxiv.org/abs/2602.03145,arXiv query expansion
592,Scaling Small Agents Through Strategy Auctions,Lisa Alazraki et al,2026,2602.02751,candidate,bridge,Agent Foundations and Infrastructure,auto-map:arxiv-query,arxiv:workflow,0,0.72,https://arxiv.org/abs/2602.02751,arXiv query expansion
593,Simpliflow: A Lightweight Open-Source Framework for Rapid Creation and Deployment of Generative Agentic AI Workflows,Deven Panchal,2025,2510.10675,candidate,bridge,Agent Foundations and Infrastructure,auto-map:arxiv-query,arxiv:generative-agents,0,0.72,https://arxiv.org/abs/2510.10675,arXiv query expansion
594,LLM-based agentic systems in medicine and healthcare,"Jianing Qiu, Kyle Lam, Guohao Li et al",2024,https://doi.org/10.1038/s42256-024-00944-1,candidate,bridge,Agent Foundations and Infrastructure,auto-map:openalex-query,openalex:planning,127,0.85,https://doi.org/10.1038/s42256-024-00944-1,OpenAlex query expansion
595,Streamlining geoscience data analysis with an LLM-driven workflow,"Jiyin Zhang, Cory Clairmont, Xiang Que et al",2024,https://doi.org/10.1016/j.acags.2024.100218,candidate,bridge,Agent Foundations and Infrastructure,auto-map:openalex-query,openalex:workflow-generation,19,0.85,https://doi.org/10.1016/j.acags.2024.100218,OpenAlex query expansion
596,Large language model based agent for process planning of fiber composite structures,"Maximilian Holland, Kunal Chaudhari",2024,https://doi.org/10.1016/j.mfglet.2024.03.010,candidate,bridge,Agent Foundations and Infrastructure,auto-map:openalex-query,openalex:planning,13,0.85,https://doi.org/10.1016/j.mfglet.2024.03.010,OpenAlex query expansion
597,Integrating Diverse Knowledge Sources for Online One-shot Learning of Novel Tasks,"Kirk, James R., Wray, Robert E., Lindes, Peter et al",2022,2208.09554,candidate,bridge,Agent Foundations and Infrastructure,auto-map:openalex-query,openalex:mobile-agents,7,0.85,http://arxiv.org/abs/2208.09554,OpenAlex query expansion
598,AutoFlow: Automated Workflow Generation for Large Language Model Agents,"Li, Zelong, Xu, Shuyuan, Mei, Kai et al",2024,2407.12821,candidate,bridge,Agent Foundations and Infrastructure,auto-map:openalex-query,openalex:workflow-generation,4,0.81,http://arxiv.org/abs/2407.12821,OpenAlex query expansion
599,Agentic Visualization: Extracting Agent-Based Design Patterns From Visualization Systems,"Vaishali Dhanoa, Anton Wolter, Gabriela Molina León et al",2025,https://doi.org/10.1109/mcg.2025.3607741,candidate,bridge,Agent Foundations and Infrastructure,auto-map:openalex-query,openalex:human-ai-coordination,2,0.77,https://doi.org/10.1109/mcg.2025.3607741,OpenAlex query expansion
600,Automating Agent Hijacking via Structural Template Injection,Xinhao Deng et al,2026,2602.16958,candidate,bridge,Agent Foundations and Infrastructure,auto-map:arxiv-query,arxiv:generative-agents,0,0.67,https://arxiv.org/abs/2602.16958,arXiv query expansion
601,Numerical Instability and Chaos: Quantifying the Unpredictability of Large Language Models,Chashi Mahiul Islam et al,2026,2604.13206,candidate,bridge,Agent Foundations and Infrastructure,auto-map:arxiv-query,arxiv:workflow,0,0.67,https://arxiv.org/abs/2604.13206,arXiv query expansion
602,AwesomeLit: Towards Hypothesis Generation with Agent-Supported Literature Research,Zefei Xie et al,2026,2603.22648,candidate,bridge,Agent Foundations and Infrastructure,auto-map:arxiv-query,arxiv:workflow,0,0.67,https://arxiv.org/abs/2603.22648,arXiv query expansion
603,Efficient LLM Serving for Agentic Workflows: A Data Systems Perspective,Noppanat Wadlom et al,2026,2603.16104,candidate,bridge,Agent Foundations and Infrastructure,auto-map:arxiv-query,arxiv:workflow,0,0.67,https://arxiv.org/abs/2603.16104,arXiv query expansion
604,IndexCache: Accelerating Sparse Attention via Cross-Layer Index Reuse,Yushi Bai et al,2026,2603.12201,candidate,bridge,Agent Foundations and Infrastructure,auto-map:arxiv-query,arxiv:workflow,0,0.67,https://arxiv.org/abs/2603.12201,arXiv query expansion
605,LAAFD: LLM-based Agents for Accelerated FPGA Design,Maxim Moraru et al,2026,2602.06085,candidate,bridge,Agent Foundations and Infrastructure,auto-map:arxiv-query,arxiv:workflow,0,0.67,https://arxiv.org/abs/2602.06085,arXiv query expansion
606,Learning to Deliberate: Meta-policy Collaboration for Agentic LLMs with Multi-agent Reinforcement Learning,Wei Yang et al,2025,2509.03817,candidate,trend,Benchmarks and Evaluation,auto-map:arxiv-query,arxiv:reasoning,0,0.92,https://arxiv.org/abs/2509.03817,arXiv query expansion
607,Beyond Arrow's Impossibility: Fairness as an Emergent Property of Multi-Agent Collaboration,Sayan Kumar Chaki et al,2026,2604.13705,candidate,trend,Benchmarks and Evaluation,auto-map:arxiv-query,arxiv:collaboration,0,0.92,https://arxiv.org/abs/2604.13705,arXiv query expansion
608,Tool-MAD: A Multi-Agent Debate Framework for Fact Verification with Diverse Tool Augmentation and Adaptive Retrieval,Seyeon Jeong et al,2026,2601.04742,candidate,trend,Benchmarks and Evaluation,auto-map:arxiv-query,arxiv:debate,0,0.92,https://arxiv.org/abs/2601.04742,arXiv query expansion
609,The Social Laboratory: A Psychometric Framework for Multi-Agent LLM Evaluation,Zarreen Reza,2025,2510.01295,candidate,trend,Benchmarks and Evaluation,auto-map:arxiv-query,arxiv:debate,0,0.92,https://arxiv.org/abs/2510.01295,arXiv query expansion
610,Agentic Large Language Models for Training-Free Neuro-Radiological Image Analysis,Ayhan Can Erdur et al,2026,2604.16729,candidate,trend,Benchmarks and Evaluation,auto-map:arxiv-query,arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2604.16729,arXiv query expansion
611,Language Instructed Reinforcement Learning for Human-AI Coordination,"Hu, Hengyuan, Sadigh, Dorsa",2023,2304.07297,candidate,core,Benchmarks and Evaluation,auto-map:arxiv-query;auto-map:openalex-query,arxiv:human-ai-coordination;openalex:human-ai-coordination,10,0.92,http://arxiv.org/abs/2304.07297,OpenAlex query expansion
612,Refine and Align: Confidence Calibration through Multi-Agent Interaction in VQA,Ayush Pandey et al,2025,2511.11169,candidate,trend,Benchmarks and Evaluation,auto-map:arxiv-query,arxiv:function-calling,0,0.92,https://arxiv.org/abs/2511.11169,arXiv query expansion
613,Bottom-Up Reputation Promotes Cooperation with Multi-Agent Reinforcement Learning,Tianyu Ren et al,2025,2502.01971,candidate,bridge,Benchmarks and Evaluation,auto-map:arxiv-query,arxiv:social-dilemmas,0,0.92,https://arxiv.org/abs/2502.01971,arXiv query expansion
614,Open Source Planning & Control System with Language Agents for Autonomous Scientific Discovery,Licong Xu et al,2025,2507.07257,candidate,trend,Benchmarks and Evaluation,auto-map:arxiv-query,arxiv:language-agents;arxiv:scientific-agents,0,0.92,https://arxiv.org/abs/2507.07257,arXiv query expansion
615,Orchestrated multi agents sustain accuracy under clinical-scale workloads compared to a single agent,"Eyal Klang, Mahmud Omar, Ganesh Raut et al",2025,https://doi.org/10.1101/2025.08.22.25334049,candidate,trend,Benchmarks and Evaluation,auto-map:openalex-query,openalex:orchestration,2,0.92,https://doi.org/10.1101/2025.08.22.25334049,OpenAlex query expansion
616,Agentic AI for Personalized Physiotherapy: A Multi-Agent Framework for Generative Video Training and Real-Time Pose Correction,Abhishek Dharmaratnakar et al,2026,2604.21154,candidate,trend,Benchmarks and Evaluation,auto-map:arxiv-query,arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2604.21154,arXiv query expansion
617,Beyond Medical Diagnostics: How Medical Multimodal Large Language Models Think in Space,Quoc-Huy Trinh et al,2026,2603.13800,candidate,trend,Benchmarks and Evaluation,auto-map:arxiv-query,arxiv:collaboration,0,0.92,https://arxiv.org/abs/2603.13800,arXiv query expansion
618,ADAM: An AI Reasoning and Bioinformatics Model for Alzheimer's Disease Detection and Microbiome-Clinical Data Integration,Ziyuan Huang et al,2025,2501.08324,candidate,trend,Benchmarks and Evaluation,auto-map:arxiv-query,arxiv:reasoning,0,0.92,https://arxiv.org/abs/2501.08324,arXiv query expansion
619,ChatThero: An LLM-Supported Chatbot for Behavior Change and Therapeutic Support in Addiction Recovery,Junda Wang et al,2025,2508.20996,candidate,trend,Benchmarks and Evaluation,auto-map:arxiv-query,arxiv:language-agents,0,0.92,https://arxiv.org/abs/2508.20996,arXiv query expansion
620,SocraSynth: Multi-LLM Reasoning with Conditional Statistics,"Chang, Edward Y.",2024,2402.06634,candidate,core,Benchmarks and Evaluation,auto-map:openalex-query,openalex:debate;openalex:reasoning,6,0.92,http://arxiv.org/abs/2402.06634,OpenAlex query expansion
621,Improving Planning with Large Language Models: A Modular Agentic Architecture,"Webb, Taylor, Mondal, Shanka Subhra, Momennejad, Ida",2023,2310.00194,candidate,core,Benchmarks and Evaluation,auto-map:openalex-query,openalex:debate;openalex:orchestration,3,0.92,http://arxiv.org/abs/2310.00194,OpenAlex query expansion
622,AgenticSimLaw: A Juvenile Courtroom Multi-Agent Debate Simulation for Explainable High-Stakes Tabular Decision Making,Jon Chun et al,2026,2601.21936,candidate,trend,Benchmarks and Evaluation,auto-map:arxiv-query,arxiv:llm-mas,0,0.92,https://arxiv.org/abs/2601.21936,arXiv query expansion
623,Multi-Agent Debate: A Unified Agentic Framework for Tabular Anomaly Detection,Pinqiao Wang et al,2026,2602.14251,candidate,trend,Benchmarks and Evaluation,auto-map:arxiv-query,arxiv:debate,0,0.92,https://arxiv.org/abs/2602.14251,arXiv query expansion
624,ART: Adaptive Response Tuning Framework -- A Multi-Agent Tournament-Based Approach to LLM Response Optimization,Omer Jauhar Khan,2025,2512.00617,candidate,trend,Benchmarks and Evaluation,auto-map:arxiv-query,arxiv:reasoning,0,0.92,https://arxiv.org/abs/2512.00617,arXiv query expansion
625,Adaptive heterogeneous multi-agent debate for enhanced educational and factual reasoning in large language models,"Yan Zhou, Yanguang Chen",2025,https://doi.org/10.1007/s44443-025-00353-3,candidate,trend,Benchmarks and Evaluation,auto-map:openalex-query,openalex:debate,0,0.92,https://doi.org/10.1007/s44443-025-00353-3,OpenAlex query expansion
626,OSC: Cognitive Orchestration through Dynamic Knowledge Alignment in Multi-Agent LLM Collaboration,"Association for Computational Linguistics 2025, Cai, Kaitong, Fan, Yijia et al",2025,https://doi.org/10.48448/ed35-tw18,candidate,trend,Benchmarks and Evaluation,auto-map:openalex-query,openalex:orchestration,0,0.92,https://openalex.org/W7106787733,OpenAlex query expansion
627,FutureWeaver: Planning Test-Time Compute for Multi-Agent Systems with Modularized Collaboration,Dongwon Jung et al,2025,2512.11213,candidate,trend,Benchmarks and Evaluation,auto-map:arxiv-query,arxiv:collaboration,0,0.92,https://arxiv.org/abs/2512.11213,arXiv query expansion
628,Beyond Prompt Chaining: The TB-CSPN Architecture for Agentic AI,"Uwe M. Borghoff, Paolo Bottoni, Remo Pareschi",2025,https://doi.org/10.20944/preprints202507.1294.v1,candidate,trend,Benchmarks and Evaluation,auto-map:openalex-query,openalex:human-ai-coordination;openalex:orchestration,3,0.92,https://doi.org/10.20944/preprints202507.1294.v1,OpenAlex query expansion
629,Cutscene Agent: An LLM Agent Framework for Automated 3D Cutscene Generation,Lanshan He et al,2026,2604.25318,candidate,trend,Benchmarks and Evaluation,auto-map:arxiv-query,arxiv:function-calling;arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2604.25318,arXiv query expansion
630,CoMAL: Collaborative Multi-Agent Large Language Models for Mixed-Autonomy Traffic,"Huaiyuan Yao, Longchao Da, Vishnu Nandam et al",2025,https://doi.org/10.1137/1.9781611978520.43,candidate,trend,Benchmarks and Evaluation,auto-map:openalex-query,openalex:agent-benchmarks,7,0.92,https://doi.org/10.1137/1.9781611978520.43,OpenAlex query expansion
631,ChipCraftBrain: Validation-First RTL Generation via Multi-Agent Orchestration,Cagri Eryilmaz,2026,2604.19856,candidate,trend,Benchmarks and Evaluation,auto-map:arxiv-query,arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2604.19856,arXiv query expansion
632,An Empirical Study of Multi-Agent Collaboration for Automated Research,Yang Shen et al,2026,2603.29632,candidate,trend,Benchmarks and Evaluation,auto-map:arxiv-query,arxiv:collaboration,0,0.92,https://arxiv.org/abs/2603.29632,arXiv query expansion
633,Adaptive Collaboration with Humans: Metacognitive Policy Optimization for Multi-Agent LLMs with Continual Learning,Wei Yang et al,2026,2603.07972,candidate,trend,Benchmarks and Evaluation,auto-map:arxiv-query,arxiv:collaboration,0,0.92,https://arxiv.org/abs/2603.07972,arXiv query expansion
634,AMA: Adaptive Memory via Multi-Agent Collaboration,Weiquan Huang et al,2026,2601.20352,candidate,trend,Benchmarks and Evaluation,auto-map:arxiv-query,arxiv:collaboration,0,0.92,https://arxiv.org/abs/2601.20352,arXiv query expansion
635,Can Small Agents Collaborate to Beat a Single Large Language Model?,Agata Żywot et al,2026,2601.11327,candidate,trend,Benchmarks and Evaluation,auto-map:arxiv-query,arxiv:collaboration,0,0.92,https://arxiv.org/abs/2601.11327,arXiv query expansion
636,"Towards Adaptive, Scalable, and Robust Coordination of LLM Agents: A Dynamic Ad-Hoc Networking Perspective",Rui Li et al,2026,2602.08009,candidate,trend,Benchmarks and Evaluation,auto-map:arxiv-query,arxiv:workflow,0,0.92,https://arxiv.org/abs/2602.08009,arXiv query expansion
637,FilmAgent: A Multi-Agent Framework for End-to-End Film Automation in Virtual 3D Spaces,Zhenran Xu et al,2025,2501.12909,candidate,trend,Benchmarks and Evaluation,auto-map:arxiv-query,arxiv:language-agents,0,0.92,https://arxiv.org/abs/2501.12909,arXiv query expansion
638,A Local Information Aggregation-Based Multiagent Reinforcement Learning for Robot Swarm Dynamic Task Allocation,"Yang Lv, Jinlong Lei, Peng Yi",2025,https://doi.org/10.1109/tnnls.2025.3558282,candidate,bridge,Benchmarks and Evaluation,auto-map:openalex-query,openalex:dec-pomdp,6,0.92,https://doi.org/10.1109/tnnls.2025.3558282,OpenAlex query expansion
639,The Decrypto Benchmark for Multi-Agent Reasoning and Theory of Mind,Andrei Lupu et al,2025,2506.20664,candidate,trend,Benchmarks and Evaluation,auto-map:arxiv-query,arxiv:reasoning,0,0.92,https://arxiv.org/abs/2506.20664,arXiv query expansion
640,CLOUD-NATIVE ORCHESTRATION PATTERNS FOR MULTI-AGENT HEALTHCARE LLMS,Vallikranth Ayyagari,2025,https://doi.org/10.12732/ijam.v38i12s.1392,candidate,trend,Benchmarks and Evaluation,auto-map:openalex-query,openalex:orchestration,0,0.92,https://doi.org/10.12732/ijam.v38i12s.1392,OpenAlex query expansion
641,Evaluating Cooperative Resilience in Multiagent Systems: A Comparison Between Humans and LLMs,Manuela Chacon-Chamorro et al,2025,2512.11689,candidate,trend,Benchmarks and Evaluation,auto-map:arxiv-query,arxiv:social-dilemmas,0,0.92,https://arxiv.org/abs/2512.11689,arXiv query expansion
