rank,id,title,authors,year,status,role,sub_area,source,citation_count,confidence,url,arxiv_id,artifact_path,pdf_path,source_path,pdf_status,source_status,review_batch,decision,note
605,2602.06085,LAAFD: LLM-based Agents for Accelerated FPGA Design,Maxim Moraru et al,2026,candidate,bridge,Agent Foundations and Infrastructure,arxiv:workflow,0,0.67,https://arxiv.org/abs/2602.06085,2602.06085,papers_extra/multi-agent-triaged/0605_2602.06085,papers_extra/multi-agent-triaged/0605_2602.06085/paper.pdf,papers_extra/multi-agent-triaged/0605_2602.06085/source,present,present,batch-04,keep,Retained after batch review.
606,2509.03817,Learning to Deliberate: Meta-policy Collaboration for Agentic LLMs with Multi-agent Reinforcement Learning,Wei Yang et al,2025,candidate,trend,Benchmarks and Evaluation,arxiv:reasoning,0,0.92,https://arxiv.org/abs/2509.03817,2509.03817,papers_extra/multi-agent-triaged/0606_2509.03817,papers_extra/multi-agent-triaged/0606_2509.03817/paper.pdf,papers_extra/multi-agent-triaged/0606_2509.03817/source,present,present,batch-04,keep,Retained after batch review.
607,2604.13705,Beyond Arrow's Impossibility: Fairness as an Emergent Property of Multi-Agent Collaboration,Sayan Kumar Chaki et al,2026,candidate,trend,Benchmarks and Evaluation,arxiv:collaboration,0,0.92,https://arxiv.org/abs/2604.13705,2604.13705,papers_extra/multi-agent-triaged/0607_2604.13705,papers_extra/multi-agent-triaged/0607_2604.13705/paper.pdf,papers_extra/multi-agent-triaged/0607_2604.13705/source,present,present,batch-04,keep,Retained after batch review.
608,2601.04742,Tool-MAD: A Multi-Agent Debate Framework for Fact Verification with Diverse Tool Augmentation and Adaptive Retrieval,Seyeon Jeong et al,2026,candidate,trend,Benchmarks and Evaluation,arxiv:debate,0,0.92,https://arxiv.org/abs/2601.04742,2601.04742,papers_extra/multi-agent-triaged/0608_2601.04742,papers_extra/multi-agent-triaged/0608_2601.04742/paper.pdf,papers_extra/multi-agent-triaged/0608_2601.04742/source,present,present,batch-04,keep,Retained after batch review.
609,2510.01295,The Social Laboratory: A Psychometric Framework for Multi-Agent LLM Evaluation,Zarreen Reza,2025,candidate,trend,Benchmarks and Evaluation,arxiv:debate,0,0.92,https://arxiv.org/abs/2510.01295,2510.01295,papers_extra/multi-agent-triaged/0609_2510.01295,papers_extra/multi-agent-triaged/0609_2510.01295/paper.pdf,papers_extra/multi-agent-triaged/0609_2510.01295/source,present,present,batch-04,keep,Retained after batch review.
610,2604.16729,Agentic Large Language Models for Training-Free Neuro-Radiological Image Analysis,Ayhan Can Erdur et al,2026,candidate,trend,Benchmarks and Evaluation,arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2604.16729,2604.16729,papers_extra/multi-agent-triaged/0610_2604.16729,papers_extra/multi-agent-triaged/0610_2604.16729/paper.pdf,papers_extra/multi-agent-triaged/0610_2604.16729/source,present,present,batch-04,keep,Retained after batch review.
611,2304.07297,Language Instructed Reinforcement Learning for Human-AI Coordination,"Hu, Hengyuan, Sadigh, Dorsa",2023,candidate,core,Benchmarks and Evaluation,arxiv:human-ai-coordination;openalex:human-ai-coordination,10,0.92,http://arxiv.org/abs/2304.07297,2304.07297,papers_extra/multi-agent-triaged/0611_2304.07297,papers_extra/multi-agent-triaged/0611_2304.07297/paper.pdf,papers_extra/multi-agent-triaged/0611_2304.07297/source,present,present,batch-04,keep,Retained after batch review.
612,2511.11169,Refine and Align: Confidence Calibration through Multi-Agent Interaction in VQA,Ayush Pandey et al,2025,candidate,trend,Benchmarks and Evaluation,arxiv:function-calling,0,0.92,https://arxiv.org/abs/2511.11169,2511.11169,papers_extra/multi-agent-triaged/0612_2511.11169,papers_extra/multi-agent-triaged/0612_2511.11169/paper.pdf,papers_extra/multi-agent-triaged/0612_2511.11169/source,present,present,batch-04,keep,Retained after batch review.
613,2502.01971,Bottom-Up Reputation Promotes Cooperation with Multi-Agent Reinforcement Learning,Tianyu Ren et al,2025,candidate,bridge,Benchmarks and Evaluation,arxiv:social-dilemmas,0,0.92,https://arxiv.org/abs/2502.01971,2502.01971,papers_extra/multi-agent-triaged/0613_2502.01971,papers_extra/multi-agent-triaged/0613_2502.01971/paper.pdf,papers_extra/multi-agent-triaged/0613_2502.01971/source,present,present,batch-04,keep,Retained after batch review.
614,2507.07257,Open Source Planning & Control System with Language Agents for Autonomous Scientific Discovery,Licong Xu et al,2025,candidate,trend,Benchmarks and Evaluation,arxiv:language-agents;arxiv:scientific-agents,0,0.92,https://arxiv.org/abs/2507.07257,2507.07257,papers_extra/multi-agent-triaged/0614_2507.07257,papers_extra/multi-agent-triaged/0614_2507.07257/paper.pdf,papers_extra/multi-agent-triaged/0614_2507.07257/source,present,present,batch-04,keep,Retained after batch review.
615,https://doi.org/10.1101/2025.08.22.25334049,Orchestrated multi agents sustain accuracy under clinical-scale workloads compared to a single agent,"Eyal Klang, Mahmud Omar, Ganesh Raut et al",2025,candidate,trend,Benchmarks and Evaluation,openalex:orchestration,2,0.92,https://doi.org/10.1101/2025.08.22.25334049,,,,,unresolved,unavailable,batch-14,keep,"MedRxiv-style preprint but the abstract directly compares orchestrated multi-agent and single-agent clinical workloads with model, scale, cost, and significance claims; needs deeper rigor review rather than removal."
617,2603.13800,Beyond Medical Diagnostics: How Medical Multimodal Large Language Models Think in Space,Quoc-Huy Trinh et al,2026,candidate,trend,Benchmarks and Evaluation,arxiv:collaboration,0,0.92,https://arxiv.org/abs/2603.13800,2603.13800,papers_extra/multi-agent-triaged/0617_2603.13800,papers_extra/multi-agent-triaged/0617_2603.13800/paper.pdf,papers_extra/multi-agent-triaged/0617_2603.13800/source,present,present,batch-04,keep,Retained after batch review.
619,2508.20996,ChatThero: An LLM-Supported Chatbot for Behavior Change and Therapeutic Support in Addiction Recovery,Junda Wang et al,2025,candidate,trend,Benchmarks and Evaluation,arxiv:language-agents,0,0.92,https://arxiv.org/abs/2508.20996,2508.20996,papers_extra/multi-agent-triaged/0619_2508.20996,papers_extra/multi-agent-triaged/0619_2508.20996/paper.pdf,papers_extra/multi-agent-triaged/0619_2508.20996/source,present,present,batch-04,keep,Retained after batch review.
620,2402.06634,SocraSynth: Multi-LLM Reasoning with Conditional Statistics,"Chang, Edward Y.",2024,candidate,core,Benchmarks and Evaluation,openalex:debate;openalex:reasoning,6,0.92,http://arxiv.org/abs/2402.06634,2402.06634,papers_extra/multi-agent-triaged/0620_2402.06634,papers_extra/multi-agent-triaged/0620_2402.06634/paper.pdf,papers_extra/multi-agent-triaged/0620_2402.06634/source,present,present,batch-04,keep,Retained after batch review.
621,2310.00194,Improving Planning with Large Language Models: A Modular Agentic Architecture,"Webb, Taylor, Mondal, Shanka Subhra, Momennejad, Ida",2023,candidate,core,Benchmarks and Evaluation,openalex:debate;openalex:orchestration,3,0.92,http://arxiv.org/abs/2310.00194,2310.00194,papers_extra/multi-agent-triaged/0621_2310.00194,papers_extra/multi-agent-triaged/0621_2310.00194/paper.pdf,papers_extra/multi-agent-triaged/0621_2310.00194/source,present,present,batch-04,keep,Retained after batch review.
622,2601.21936,AgenticSimLaw: A Juvenile Courtroom Multi-Agent Debate Simulation for Explainable High-Stakes Tabular Decision Making,Jon Chun et al,2026,candidate,trend,Benchmarks and Evaluation,arxiv:llm-mas,0,0.92,https://arxiv.org/abs/2601.21936,2601.21936,papers_extra/multi-agent-triaged/0622_2601.21936,papers_extra/multi-agent-triaged/0622_2601.21936/paper.pdf,papers_extra/multi-agent-triaged/0622_2601.21936/source,present,present,batch-04,keep,Retained after batch review.
623,2602.14251,Multi-Agent Debate: A Unified Agentic Framework for Tabular Anomaly Detection,Pinqiao Wang et al,2026,candidate,trend,Benchmarks and Evaluation,arxiv:debate,0,0.92,https://arxiv.org/abs/2602.14251,2602.14251,papers_extra/multi-agent-triaged/0623_2602.14251,papers_extra/multi-agent-triaged/0623_2602.14251/paper.pdf,papers_extra/multi-agent-triaged/0623_2602.14251/source,present,present,batch-04,keep,Retained after batch review.
625,https://doi.org/10.1007/s44443-025-00353-3,Adaptive heterogeneous multi-agent debate for enhanced educational and factual reasoning in large language models,"Yan Zhou, Yanguang Chen",2025,candidate,trend,Benchmarks and Evaluation,openalex:debate,0,0.92,https://doi.org/10.1007/s44443-025-00353-3,,,,,unresolved,unavailable,batch-14,keep,Springer journal record with direct LLM multi-agent debate topic and enough reference signal; low citations due recency but plausibly relevant.
627,2512.11213,FutureWeaver: Planning Test-Time Compute for Multi-Agent Systems with Modularized Collaboration,Dongwon Jung et al,2025,candidate,trend,Benchmarks and Evaluation,arxiv:collaboration,0,0.92,https://arxiv.org/abs/2512.11213,2512.11213,papers_extra/multi-agent-triaged/0627_2512.11213,papers_extra/multi-agent-triaged/0627_2512.11213/paper.pdf,papers_extra/multi-agent-triaged/0627_2512.11213/source,present,present,batch-04,keep,Retained after batch review.
629,2604.25318,Cutscene Agent: An LLM Agent Framework for Automated 3D Cutscene Generation,Lanshan He et al,2026,candidate,trend,Benchmarks and Evaluation,arxiv:function-calling;arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2604.25318,2604.25318,papers_extra/multi-agent-triaged/0629_2604.25318,papers_extra/multi-agent-triaged/0629_2604.25318/paper.pdf,papers_extra/multi-agent-triaged/0629_2604.25318/source,present,present,batch-04,keep,Retained after batch review.
630,https://doi.org/10.1137/1.9781611978520.43,CoMAL: Collaborative Multi-Agent Large Language Models for Mixed-Autonomy Traffic,"Huaiyuan Yao, Longchao Da, Vishnu Nandam et al",2025,candidate,trend,Benchmarks and Evaluation,openalex:agent-benchmarks,7,0.92,https://doi.org/10.1137/1.9781611978520.43,,,,,unresolved,unavailable,batch-14,keep,SIAM SDM proceedings chapter with explicit collaborative multi-agent LLMs for mixed-autonomy traffic; direct and credible enough to keep.
631,2604.19856,ChipCraftBrain: Validation-First RTL Generation via Multi-Agent Orchestration,Cagri Eryilmaz,2026,candidate,trend,Benchmarks and Evaluation,arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2604.19856,2604.19856,papers_extra/multi-agent-triaged/0631_2604.19856,papers_extra/multi-agent-triaged/0631_2604.19856/paper.pdf,papers_extra/multi-agent-triaged/0631_2604.19856/source,present,present,batch-04,keep,Retained after batch review.
632,2603.29632,An Empirical Study of Multi-Agent Collaboration for Automated Research,Yang Shen et al,2026,candidate,trend,Benchmarks and Evaluation,arxiv:collaboration,0,0.92,https://arxiv.org/abs/2603.29632,2603.29632,papers_extra/multi-agent-triaged/0632_2603.29632,papers_extra/multi-agent-triaged/0632_2603.29632/paper.pdf,papers_extra/multi-agent-triaged/0632_2603.29632/source,present,present,batch-04,keep,Retained after batch review.
633,2603.07972,Adaptive Collaboration with Humans: Metacognitive Policy Optimization for Multi-Agent LLMs with Continual Learning,Wei Yang et al,2026,candidate,trend,Benchmarks and Evaluation,arxiv:collaboration,0,0.92,https://arxiv.org/abs/2603.07972,2603.07972,papers_extra/multi-agent-triaged/0633_2603.07972,papers_extra/multi-agent-triaged/0633_2603.07972/paper.pdf,papers_extra/multi-agent-triaged/0633_2603.07972/source,present,present,batch-04,keep,Retained after batch review.
634,2601.20352,AMA: Adaptive Memory via Multi-Agent Collaboration,Weiquan Huang et al,2026,candidate,trend,Benchmarks and Evaluation,arxiv:collaboration,0,0.92,https://arxiv.org/abs/2601.20352,2601.20352,papers_extra/multi-agent-triaged/0634_2601.20352,papers_extra/multi-agent-triaged/0634_2601.20352/paper.pdf,papers_extra/multi-agent-triaged/0634_2601.20352/source,present,present,batch-04,keep,Retained after batch review.
635,2601.11327,Can Small Agents Collaborate to Beat a Single Large Language Model?,Agata Żywot et al,2026,candidate,trend,Benchmarks and Evaluation,arxiv:collaboration,0,0.92,https://arxiv.org/abs/2601.11327,2601.11327,papers_extra/multi-agent-triaged/0635_2601.11327,papers_extra/multi-agent-triaged/0635_2601.11327/paper.pdf,papers_extra/multi-agent-triaged/0635_2601.11327/source,present,present,batch-04,keep,Retained after batch review.
636,2602.08009,"Towards Adaptive, Scalable, and Robust Coordination of LLM Agents: A Dynamic Ad-Hoc Networking Perspective",Rui Li et al,2026,candidate,trend,Benchmarks and Evaluation,arxiv:workflow,0,0.92,https://arxiv.org/abs/2602.08009,2602.08009,papers_extra/multi-agent-triaged/0636_2602.08009,papers_extra/multi-agent-triaged/0636_2602.08009/paper.pdf,papers_extra/multi-agent-triaged/0636_2602.08009/source,present,present,batch-04,keep,Retained after batch review.
637,2501.12909,FilmAgent: A Multi-Agent Framework for End-to-End Film Automation in Virtual 3D Spaces,Zhenran Xu et al,2025,candidate,trend,Benchmarks and Evaluation,arxiv:language-agents,0,0.92,https://arxiv.org/abs/2501.12909,2501.12909,papers_extra/multi-agent-triaged/0637_2501.12909,papers_extra/multi-agent-triaged/0637_2501.12909/paper.pdf,papers_extra/multi-agent-triaged/0637_2501.12909/source,present,present,batch-04,keep,Retained after batch review.
638,https://doi.org/10.1109/tnnls.2025.3558282,A Local Information Aggregation-Based Multiagent Reinforcement Learning for Robot Swarm Dynamic Task Allocation,"Yang Lv, Jinlong Lei, Peng Yi",2025,candidate,bridge,Benchmarks and Evaluation,openalex:dec-pomdp,6,0.92,https://doi.org/10.1109/tnnls.2025.3558282,,,,,unresolved,unavailable,batch-14,keep,IEEE TNNLS MARL/swarm paper is not LLM-specific but is a credible bridge item for distributed coordination and task allocation.
639,2506.20664,The Decrypto Benchmark for Multi-Agent Reasoning and Theory of Mind,Andrei Lupu et al,2025,candidate,trend,Benchmarks and Evaluation,arxiv:reasoning,0,0.92,https://arxiv.org/abs/2506.20664,2506.20664,papers_extra/multi-agent-triaged/0639_2506.20664,papers_extra/multi-agent-triaged/0639_2506.20664/paper.pdf,papers_extra/multi-agent-triaged/0639_2506.20664/source,present,present,batch-04,keep,Retained after batch review.
641,2512.11689,Evaluating Cooperative Resilience in Multiagent Systems: A Comparison Between Humans and LLMs,Manuela Chacon-Chamorro et al,2025,candidate,trend,Benchmarks and Evaluation,arxiv:social-dilemmas,0,0.92,https://arxiv.org/abs/2512.11689,2512.11689,papers_extra/multi-agent-triaged/0641_2512.11689,papers_extra/multi-agent-triaged/0641_2512.11689/paper.pdf,papers_extra/multi-agent-triaged/0641_2512.11689/source,present,present,batch-04,keep,Retained after batch review.
642,2502.03845,PAGNet: Pluggable Adaptive Generative Networks for Information Completion in Multi-Agent Communication,Zhuohui Zhang et al,2025,candidate,bridge,Benchmarks and Evaluation,arxiv:emergent-communication,0,0.92,https://arxiv.org/abs/2502.03845,2502.03845,papers_extra/multi-agent-triaged/0642_2502.03845,papers_extra/multi-agent-triaged/0642_2502.03845/paper.pdf,papers_extra/multi-agent-triaged/0642_2502.03845/source,present,present,batch-04,keep,Retained after batch review.
643,2601.05746,DynaDebate: Breaking Homogeneity in Multi-Agent Debate with Dynamic Path Generation,Zhenghao Li et al,2026,candidate,trend,Benchmarks and Evaluation,arxiv:debate;arxiv:generative-agents,0,0.92,https://arxiv.org/abs/2601.05746,2601.05746,papers_extra/multi-agent-triaged/0643_2601.05746,papers_extra/multi-agent-triaged/0643_2601.05746/paper.pdf,papers_extra/multi-agent-triaged/0643_2601.05746/source,present,present,batch-04,keep,Retained after batch review.
644,2605.00691,Learning to Act and Cooperate for Distributed Black-Box Consensus Optimization,Zi-Bo Qin et al,2026,candidate,trend,Benchmarks and Evaluation,arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2605.00691,2605.00691,papers_extra/multi-agent-triaged/0644_2605.00691,papers_extra/multi-agent-triaged/0644_2605.00691/paper.pdf,papers_extra/multi-agent-triaged/0644_2605.00691/source,present,present,batch-04,keep,Retained after batch review.
645,2604.20348,Bimanual Robot Manipulation via Multi-Agent In-Context Learning,Alessio Palma et al,2026,candidate,trend,Benchmarks and Evaluation,arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2604.20348,2604.20348,papers_extra/multi-agent-triaged/0645_2604.20348,papers_extra/multi-agent-triaged/0645_2604.20348/paper.pdf,papers_extra/multi-agent-triaged/0645_2604.20348/source,present,present,batch-04,keep,Retained after batch review.
646,1909.02128,No Press Diplomacy: Modeling Multi-Agent Gameplay,"Paquette, Philip, Lu, Yuchen, Bocco, Steven et al",2019,candidate,anchor,Benchmarks and Evaluation,arxiv:social-dilemmas;openalex:social-dilemmas,15,0.92,http://arxiv.org/abs/1909.02128,1909.02128,papers_extra/multi-agent-triaged/0646_1909.02128,papers_extra/multi-agent-triaged/0646_1909.02128/paper.pdf,papers_extra/multi-agent-triaged/0646_1909.02128/source,present,present,batch-04,keep,Retained after batch review.
647,https://doi.org/10.3390/app12168004,Adherence Improves Cooperation in Sequential Social Dilemmas,"Yuyu Yuan, Ting Guo, Pengqian Zhao et al",2022,candidate,anchor,Benchmarks and Evaluation,openalex:social-dilemmas,5,0.92,https://doi.org/10.3390/app12168004,,,,,unresolved,unavailable,batch-14,keep,"MDPI Applied Sciences social-dilemma/MARL paper with some citation signal; not LLM-specific, but relevant as a coordination and cooperation bridge rather than obvious noise."
648,2601.09667,Collaborative Multi-Agent Test-Time Reinforcement Learning for Reasoning,Zhiyuan Hu et al,2026,candidate,trend,Benchmarks and Evaluation,arxiv:reasoning,0,0.92,https://arxiv.org/abs/2601.09667,2601.09667,papers_extra/multi-agent-triaged/0648_2601.09667,papers_extra/multi-agent-triaged/0648_2601.09667/paper.pdf,papers_extra/multi-agent-triaged/0648_2601.09667/source,present,present,batch-04,keep,Retained after batch review.
649,2511.00181,From Evidence to Verdict: An Agent-Based Forensic Framework for AI-Generated Image Detection,Mengfei Liang et al,2025,candidate,trend,Benchmarks and Evaluation,arxiv:debate,0,0.92,https://arxiv.org/abs/2511.00181,2511.00181,papers_extra/multi-agent-triaged/0649_2511.00181,papers_extra/multi-agent-triaged/0649_2511.00181/paper.pdf,papers_extra/multi-agent-triaged/0649_2511.00181/source,present,present,batch-04,keep,Retained after batch review.
650,2505.21985,Reward-Independent Messaging for Decentralized Multi-Agent Reinforcement Learning,Naoto Yoshida et al,2025,candidate,bridge,Benchmarks and Evaluation,arxiv:emergent-communication,0,0.92,https://arxiv.org/abs/2505.21985,2505.21985,papers_extra/multi-agent-triaged/0650_2505.21985,papers_extra/multi-agent-triaged/0650_2505.21985/paper.pdf,papers_extra/multi-agent-triaged/0650_2505.21985/source,present,present,batch-04,keep,Retained after batch review.
651,https://doi.org/10.18653/v1/2024.findings-emnlp.549,AgentsCourt: Building Judicial Decision-Making Agents with Court Debate Simulation and Legal Knowledge Augmentation,"Zhitao He, Pengfei Cao, Chenhao Wang et al",2024,candidate,core,Benchmarks and Evaluation,openalex:agent-benchmarks;openalex:debate,10,0.92,https://doi.org/10.18653/v1/2024.findings-emnlp.549,,,,,unresolved,unavailable,batch-14,keep,Findings of EMNLP paper with direct legal debate-simulation agents and knowledge augmentation; strong corpus fit despite needing deeper evaluation scrutiny.
652,2511.07784,Can LLM Agents Really Debate? A Controlled Study of Multi-Agent Debate in Logical Reasoning,Haolun Wu et al,2025,candidate,trend,Benchmarks and Evaluation,arxiv:debate;arxiv:reasoning,0,0.92,https://arxiv.org/abs/2511.07784,2511.07784,papers_extra/multi-agent-triaged/0652_2511.07784,papers_extra/multi-agent-triaged/0652_2511.07784/paper.pdf,papers_extra/multi-agent-triaged/0652_2511.07784/source,present,present,batch-04,keep,Retained after batch review.
654,2604.27221,Web2BigTable: A Bi-Level Multi-Agent LLM System for Internet-Scale Information Search and Extraction,Yuxuan Huang et al,2026,candidate,trend,Benchmarks and Evaluation,arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2604.27221,2604.27221,papers_extra/multi-agent-triaged/0654_2604.27221,papers_extra/multi-agent-triaged/0654_2604.27221/paper.pdf,papers_extra/multi-agent-triaged/0654_2604.27221/source,present,present,batch-04,keep,Retained after batch review.
655,2602.01331,A-MapReduce: Executing Wide Search via Agentic MapReduce,Mingju Chen et al,2026,candidate,trend,Benchmarks and Evaluation,arxiv:llm-mas,0,0.92,https://arxiv.org/abs/2602.01331,2602.01331,papers_extra/multi-agent-triaged/0655_2602.01331,papers_extra/multi-agent-triaged/0655_2602.01331/paper.pdf,papers_extra/multi-agent-triaged/0655_2602.01331/source,present,present,batch-04,keep,Retained after batch review.
656,2603.20215,Multi-Agent Debate with Memory Masking,Hongduan Tian et al,2026,candidate,trend,Benchmarks and Evaluation,arxiv:debate,0,0.92,https://arxiv.org/abs/2603.20215,2603.20215,papers_extra/multi-agent-triaged/0656_2603.20215,papers_extra/multi-agent-triaged/0656_2603.20215/paper.pdf,papers_extra/multi-agent-triaged/0656_2603.20215/source,present,present,batch-04,keep,Retained after batch review.
657,2510.06843,SID: Multi-LLM Debate Driven by Self Signals,Xuhang Chen et al,2025,candidate,trend,Benchmarks and Evaluation,arxiv:debate,0,0.92,https://arxiv.org/abs/2510.06843,2510.06843,papers_extra/multi-agent-triaged/0657_2510.06843,papers_extra/multi-agent-triaged/0657_2510.06843/paper.pdf,papers_extra/multi-agent-triaged/0657_2510.06843/source,present,present,batch-04,keep,Retained after batch review.
658,2507.03928,CortexDebate: Debating Sparsely and Equally for Multi-Agent Debate,Yiliu Sun et al,2025,candidate,trend,Benchmarks and Evaluation,arxiv:debate,0,0.92,https://arxiv.org/abs/2507.03928,2507.03928,papers_extra/multi-agent-triaged/0658_2507.03928,papers_extra/multi-agent-triaged/0658_2507.03928/paper.pdf,papers_extra/multi-agent-triaged/0658_2507.03928/source,present,present,batch-04,keep,Retained after batch review.
659,2505.24671,Multiple LLM Agents Debate for Equitable Cultural Alignment,Dayeon Ki et al,2025,candidate,trend,Benchmarks and Evaluation,arxiv:debate,0,0.92,https://arxiv.org/abs/2505.24671,2505.24671,papers_extra/multi-agent-triaged/0659_2505.24671,papers_extra/multi-agent-triaged/0659_2505.24671/paper.pdf,papers_extra/multi-agent-triaged/0659_2505.24671/source,present,present,batch-04,keep,Retained after batch review.
660,2604.17191,Do LLM-derived graph priors improve multi-agent coordination?,Nikunj Gupta et al,2026,candidate,trend,Benchmarks and Evaluation,arxiv:llm-multi-agent;arxiv:marl,0,0.92,https://arxiv.org/abs/2604.17191,2604.17191,papers_extra/multi-agent-triaged/0660_2604.17191,papers_extra/multi-agent-triaged/0660_2604.17191/paper.pdf,papers_extra/multi-agent-triaged/0660_2604.17191/source,present,present,batch-04,keep,Retained after batch review.
661,2603.21574,Adaptive Robust Estimator for Multi-Agent Reinforcement Learning,Zhongyi Li et al,2026,candidate,trend,Benchmarks and Evaluation,arxiv:collaboration;arxiv:marl,0,0.92,https://arxiv.org/abs/2603.21574,2603.21574,papers_extra/multi-agent-triaged/0661_2603.21574,papers_extra/multi-agent-triaged/0661_2603.21574/paper.pdf,papers_extra/multi-agent-triaged/0661_2603.21574/source,present,present,batch-04,keep,Retained after batch review.
662,2604.00344,Agent Q-Mix: Selecting the Right Action for LLM Multi-Agent Systems through Reinforcement Learning,Eric Hanchen Jiang et al,2026,candidate,trend,Benchmarks and Evaluation,arxiv:marl;arxiv:reasoning,0,0.92,https://arxiv.org/abs/2604.00344,2604.00344,papers_extra/multi-agent-triaged/0662_2604.00344,papers_extra/multi-agent-triaged/0662_2604.00344/paper.pdf,papers_extra/multi-agent-triaged/0662_2604.00344/source,present,present,batch-04,keep,Retained after batch review.
663,https://doi.org/10.1609/aaai.v38i16.29710,ProAgent: Building Proactive Cooperative Agents with Large Language Models,"Ceyao Zhang, Kaijie Yang, Siyi Hu et al",2024,candidate,core,Benchmarks and Evaluation,openalex:human-ai-coordination,43,0.92,https://doi.org/10.1609/aaai.v38i16.29710,,,,,unresolved,unavailable,batch-14,keep,AAAI paper with strong citation signal and direct proactive cooperative LLM-agent setting; clearly relevant.
664,2602.07848,MARTI-MARS$^2$: Scaling Multi-Agent Self-Search via Reinforcement Learning for Code Generation,Shijie Wang et al,2026,candidate,trend,Benchmarks and Evaluation,arxiv:collaboration,0,0.92,https://arxiv.org/abs/2602.07848,2602.07848,papers_extra/multi-agent-triaged/0664_2602.07848,papers_extra/multi-agent-triaged/0664_2602.07848/paper.pdf,papers_extra/multi-agent-triaged/0664_2602.07848/source,present,present,batch-04,keep,Retained after batch review.
665,2506.14234,Xolver: Multi-Agent Reasoning with Holistic Experience Learning Just Like an Olympiad Team,Md Tanzib Hosain et al,2025,candidate,trend,Benchmarks and Evaluation,arxiv:language-agents;arxiv:reasoning;arxiv:tool-use,0,0.92,https://arxiv.org/abs/2506.14234,2506.14234,papers_extra/multi-agent-triaged/0665_2506.14234,papers_extra/multi-agent-triaged/0665_2506.14234/paper.pdf,papers_extra/multi-agent-triaged/0665_2506.14234/source,present,present,batch-04,keep,Retained after batch review.
666,2605.00444,Scaling Video Understanding via Compact Latent Multi-Agent Collaboration,Kerui Chen et al,2026,candidate,trend,Benchmarks and Evaluation,arxiv:collaboration;arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2605.00444,2605.00444,papers_extra/multi-agent-triaged/0666_2605.00444,papers_extra/multi-agent-triaged/0666_2605.00444/paper.pdf,papers_extra/multi-agent-triaged/0666_2605.00444/source,present,present,batch-04,keep,Retained after batch review.
667,2603.28986,Mimosa Framework: Toward Evolving Multi-Agent Systems for Scientific Research,Martin Legrand et al,2026,candidate,trend,Benchmarks and Evaluation,arxiv:generative-agents;arxiv:workflow,0,0.92,https://arxiv.org/abs/2603.28986,2603.28986,papers_extra/multi-agent-triaged/0667_2603.28986,papers_extra/multi-agent-triaged/0667_2603.28986/paper.pdf,papers_extra/multi-agent-triaged/0667_2603.28986/source,present,present,batch-04,keep,Retained after batch review.
668,2402.15538,AgentLite: A Lightweight Library for Building and Advancing Task-Oriented LLM Agent System,"Liu, Zhiwei, Yao, Weiran, Zhang, Jianguo et al",2024,candidate,core,Benchmarks and Evaluation,openalex:reasoning,10,0.92,http://arxiv.org/abs/2402.15538,2402.15538,papers_extra/multi-agent-triaged/0668_2402.15538,papers_extra/multi-agent-triaged/0668_2402.15538/paper.pdf,papers_extra/multi-agent-triaged/0668_2402.15538/source,present,present,batch-04,keep,Retained after batch review.
669,2408.08054,Text2BIM: Generating Building Models Using a Large Language Model-based Multi-Agent Framework,"Du, Changyu, Esser, Sebastian, Nousias, Stavros et al",2024,candidate,core,Benchmarks and Evaluation,openalex:orchestration,7,0.92,http://arxiv.org/abs/2408.08054,2408.08054,papers_extra/multi-agent-triaged/0669_2408.08054,papers_extra/multi-agent-triaged/0669_2408.08054/paper.pdf,papers_extra/multi-agent-triaged/0669_2408.08054/source,present,present,batch-04,keep,Retained after batch review.
670,https://doi.org/10.1038/s42004-025-01776-9,ChemGraph as an agentic framework for computational chemistry workflows,"Thang D. Pham, Aditya Tanikanti, Murat Keçeli",2026,candidate,trend,Benchmarks and Evaluation,openalex:tool-use,4,0.92,https://doi.org/10.1038/s42004-025-01776-9,,,,,unresolved,unavailable,batch-14,keep,Nature Communications Chemistry article with benchmarked agentic scientific workflows and LLM task planning/decomposition; domain-specific but credible and useful.
671,2508.13167,Chain-of-Agents: End-to-End Agent Foundation Models via Multi-Agent Distillation and Agentic RL,Weizhen Li et al,2025,candidate,trend,"Software, Web, and Computer-Use Agents",arxiv:web-agents,0,0.92,https://arxiv.org/abs/2508.13167,2508.13167,papers_extra/multi-agent-triaged/0671_2508.13167,papers_extra/multi-agent-triaged/0671_2508.13167/paper.pdf,papers_extra/multi-agent-triaged/0671_2508.13167/source,present,present,batch-04,keep,Retained after batch review.
673,2025.00006,SALLMA: A Software Architecture for LLM-Based Multi-Agent Systems,"Marco Becattini, Roberto Verdecchia, Enrico Vicario",2025,candidate,trend,"Software, Web, and Computer-Use Agents",openalex:llm-mas;openalex:orchestration,6,0.92,https://doi.org/10.1109/satrends66715.2025.00006,,,,,unresolved,unavailable,batch-14,keep,IEEE SATrends-style identifier and title directly target software architecture for LLM multi-agent systems; low citation signal but plausible infrastructure relevance.
