rank,id,title,status,coverage_status,review_batch,decision,note
509,https://openalex.org/W2895921264,Intrinsic Social Motivation via Causal Influence in Multi-Agent RL,candidate,reviewed-retained,batch-03,keep,Retained after batch review.
510,https://doi.org/10.1002/pra2.1034,“Tipping the Balance”: Human Intervention in Large Language Model Multi‐Agent Debate,candidate,reviewed-retained,batch-12,keep,ASIS&T proceedings paper on human intervention in LLM multi-agent debate; directly relevant to debate dynamics and human oversight.
511,2604.27264,Self-Evolving Software Agents,candidate,removed-low-quality,previous-canonical,remove,Three-page architecture/prototype with only preliminary evaluation for broad self-evolving software-agent claims.
512,2510.05611,MADIAVE: Multi-Agent Debate for Implicit Attribute Value Extraction,candidate,reviewed-retained,batch-03,keep,Retained after batch review.
513,2506.11825,Revealing Political Bias in LLMs through Structured Multi-Agent Debate,candidate,reviewed-retained,batch-03,keep,Retained after batch review.
514,2502.09369,Language Agents as Digital Representatives in Collective Decision-Making,candidate,reviewed-retained,batch-03,keep,Retained after batch review.
515,https://doi.org/10.30693/smj.2025.14.10.140,Multi-Agent Debate System based on Large Language Model: Comparative Analysis of Interaction Architectures,candidate,reviewed-retained,batch-12,keep,"Quick metadata inspection shows experiments comparing MagenticOne, Swarm, SelectorGroupChat, and RoundRobinGroupChat for LLM debate; lower venue but directly relevant."
516,2602.02979,CPMobius: Iterative Coach-Player Reasoning for Data-Free Reinforcement Learning,candidate,reviewed-retained,batch-03,keep,Retained after batch review.
517,https://doi.org/10.1038/s44387-025-00003-z,PRefLexOR: preference-based recursive language modeling for exploratory optimization of reasoning and agentic thinking,candidate,reviewed-retained,batch-12,keep,Nature Reviews Methods Primers/Nature-family DOI and strong early citation signal; agentic reasoning optimization may be adjacent but credible enough for deeper review.
518,https://doi.org/10.3390/robotics14030024,Agentic Workflows for Improving Large Language Model Reasoning in Robotic Object-Centered Planning,candidate,reviewed-retained,batch-12,keep,Robotics journal article with citations and explicit agentic workflow framing for robotic planning; applied but relevant to LLM reasoning workflows.
519,2604.24831,FGDM: Reasoning Aware Multi-Agentic Framework for Software Bug Detection using Chain of Thought and Tree of Thought Prompting,candidate,removed-low-quality,batch-03,remove,Prompted bug-detection pipeline; evaluation relies on 100 programs and edit/similarity proxies rather than validated bug-fix correctness.
520,2604.17353,Hive: A Multi-Agent Infrastructure for Algorithm- and Task-Level Scaling,candidate,reviewed-retained,batch-03,keep,Retained after batch review.
521,2601.17566,Sponge Tool Attack: Stealthy Denial-of-Efficiency against Tool-Augmented Agentic Reasoning,candidate,reviewed-retained,batch-03,keep,Retained after batch review.
522,2602.09829,Internalizing Multi-Agent Reasoning for Accurate and Efficient LLM-based Recommendation,candidate,reviewed-retained,batch-03,keep,Retained after batch review.
523,2511.21686,Matrix: Peer-to-Peer Multi-Agent Synthetic Data Generation Framework,candidate,reviewed-retained,batch-03,keep,Retained after batch review.
524,2504.01911,Advancing AI-Scientist Understanding: Multi-Agent LLMs with Interpretable Physics Reasoning,candidate,removed-low-quality,previous-canonical,remove,Mostly physics case-study/demo; no meaningful quantitative evaluation or baselines.
525,2603.20265,JCAS-MARL: Joint Communication and Sensing UAV Networks via Resource-Constrained Multi-Agent Reinforcement Learning,candidate,removed-low-quality,previous-canonical,remove,Narrow UAV MARL paper with no LLM-agent connection and weak bridge value here.
526,https://doi.org/10.1016/j.automatica.2024.112047,A matching problem between two decoupled multi-agent systems with reference tracking capabilities,candidate,removed-low-quality,batch-12,remove,"Credible Automatica control paper, but quick Crossref/reference inspection shows conventional multi-agent control and matching, not LLM-driven or language-agent work; false positive for this corpus."
527,2501.00083,AI Agent for Education: von Neumann Multi-Agent System Framework,candidate,removed-low-quality,previous-canonical,remove,Conceptual education MAS framework with no experiments or validation.
528,2512.18094,Rethinking Multi-Agent Intelligence Through the Lens of Small-World Networks,candidate,reviewed-retained,batch-03,keep,Retained after batch review.
529,https://doi.org/10.1080/12265934.2025.2462823,Enhancing participatory planning with ChatGPT-assisted planning support systems: a hypothetical case study in Seoul,candidate,removed-low-quality,batch-12,remove,"Urban planning journal article about ChatGPT-assisted planning support, with no evidence from metadata/references of a multi-agent LLM system; low multi-agent specificity for this map."
530,https://doi.org/10.3390/rs17030466,Co-LLaVA: Efficient Remote Sensing Visual Question Answering via Model Collaboration,candidate,removed-low-quality,batch-12,remove,"Inspected abstract frames Co-LLaVA as LVLM plus contrastive captioner model collaboration that reduces cost versus multi-agent debate, not as a multi-agent LLM system; false positive."
531,2507.01701,Exploring Advanced LLM Multi-Agent Systems Based on Blackboard Architecture,candidate,reviewed-retained,batch-03,keep,Retained after batch review.
532,https://doi.org/10.18653/v1/2025.acl-long.1202,Graph Counselor: Adaptive Graph Exploration via Multi-Agent Synergy to Enhance LLM Reasoning,candidate,reviewed-retained,batch-12,keep,ACL long paper directly on adaptive graph exploration and multi-agent synergy for LLM reasoning; strong venue and high corpus relevance.
533,2006.04109,Incorporating Pragmatic Reasoning Communication into Emergent Language,candidate,reviewed-retained,batch-03,keep,Retained after batch review.
534,2410.13768,Rapid and Automated Alloy Design with Graph Neural Network-Powered LLM-Driven Multi-Agent Systems,candidate,reviewed-retained,batch-03,keep,Retained after batch review.
535,https://doi.org/10.1109/lra.2025.3533476,A Dual-Agent Collaboration Framework Based on LLMs for Nursing Robots to Perform Bimanual Coordination Tasks,candidate,reviewed-retained,batch-13,keep,Directly LLM-based dual-agent robot coordination work in a credible robotics venue; likely relevant despite unresolved local artifact and needs deeper rigor review.
536,2604.04664,ROSClaw: A Hierarchical Semantic-Physical Framework for Heterogeneous Multi-Agent Collaboration,candidate,removed-low-quality,batch-03,remove,"Robotics framework supported mainly by illustrative heterogeneous-robot demos and rough time claims, without systematic baselines or reliability metrics."
537,2603.09152,DataFactory: Collaborative Multi-Agent Framework for Advanced Table Question Answering,candidate,reviewed-retained,batch-03,keep,Retained after batch review.
538,https://doi.org/10.63278/jicrcr.vi.3596,Privacy-Preserving LLM Infrastructure With Multi-Agent Orchestration And RAG-Driven Retrieval,candidate,removed-low-quality,batch-13,remove,Quick DOI check shows a short generic 2026 OJS article in an off-topic crisis/risk communication journal with broad unverified claims and no visible rigorous multi-agent contribution.
539,2505.07313,Towards Multi-Agent Reasoning Systems for Collaborative Expertise Delegation: An Exploratory Design Study,candidate,reviewed-retained,batch-03,keep,Retained after batch review.
540,https://doi.org/10.1109/sisy62279.2024.10737601,An Intelligent LLM-Powered Personalized Assistant for Digital Banking Using LangGraph and Chain of Thoughts,candidate,removed-low-quality,batch-13,remove,Metadata describes a single personalized banking assistant using LangGraph and chain-of-thought rather than a multi-agent system; likely corpus noise from broad agent/workflow matching.
541,2404.16698,Cooperate or Collapse: Emergence of Sustainable Cooperation in a Society of LLM Agents,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
542,2601.03073,Understanding Multi-Agent Reasoning with Large Language Models for Cartoon VQA,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
543,2604.16566,Agentic AI for Education: A Unified Multi-Agent Framework for Personalized Learning and Institutional Intelligence,candidate,removed-low-quality,previous-canonical,remove,Broad education framework with headline metrics but little dataset/baseline support.
544,2604.12250,How memory can affect collective and cooperative behaviors in an LLM-Based Social Particle Swarm,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
545,2603.03680,MAGE: Meta-Reinforcement Learning for Language Agents toward Strategic Exploration and Exploitation,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
546,2511.11373,MarsRL: Advancing Multi-Agent Reasoning System via Reinforcement Learning with Agentic Pipeline Parallelism,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
547,2504.19487,Evolution of Cooperation in LLM-Agent Societies: A Preliminary Study Using Different Punishment Strategies,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
548,2504.07830,MOSAIC: Modeling Social AI for Content Dissemination and Regulation in Multi-Agent Simulations,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
549,2410.20007,Cooperative Strategic Planning Enhances Reasoning Capabilities in Large Language Models,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
550,1802.08757,Fully Decentralized Multi-Agent Reinforcement Learning with Networked Agents,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
551,https://doi.org/10.1109/bigdata62323.2024.10825553,ASPIRE: A Multi-Agent Framework for Execution-Free Code Analysis and Repair,candidate,reviewed-retained,batch-13,keep,Explicit multi-agent code analysis and repair framework in a plausible peer-reviewed venue; relevant enough for deeper corpus review.
552,2603.13605,Orla: A Library for Serving LLM-Based Multi-Agent Systems,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
553,2024.00008,From Data to Story: Towards Automatic Animated Data Video Creation with LLM-Based Multi-Agent Systems,candidate,reviewed-retained,batch-13,keep,Explicit LLM-based multi-agent system for data-video generation with nontrivial artifact potential; not obvious noise.
554,2406.08979,Multi-Agent Collaboration via Cross-Team Orchestration,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
555,2604.18764,CHICO-Agent: An LLM Agent for the Cross-layer Optimization of 2.5D and 3D Chiplet-based Systems,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
556,2604.25899,Pythia: Toward Predictability-Driven Agent-Native LLM Serving,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
557,2604.23626,GraphPlanner: Graph Memory-Augmented Agentic Routing for Multi-Agent LLMs,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
558,2602.11754,Cooperation Breakdown in LLM Agents Under Communication Delays,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
559,2506.18783,TRIZ Agents: A Multi-Agent LLM Approach for TRIZ-Based Innovation,candidate,removed-low-quality,previous-canonical,remove,One TRIZ case study; explicitly does not compare orchestration or prompt strategies.
560,2404.01663,CMAT: A Multi-Agent Collaboration Tuning Framework for Enhancing Small Language Models,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
561,2604.27882,Building Persona-Based Agents On Demand: Tailoring Multi-Agent Workflows to User Needs,candidate,removed-low-quality,previous-canonical,remove,Six-page proposal for persona-based agents with no real implementation or evaluation.
562,https://doi.org/10.1101/2025.01.23.634608,BioMaster: Multi-agent System for Automated Bioinformatics Analysis Workflow,candidate,reviewed-retained,batch-13,keep,Explicit multi-agent automated bioinformatics workflow with early citation signal; plausible applied LLM-agent paper despite preprint status.
563,https://doi.org/10.5281/zenodo.18911464,LLM-Driven DAG Planning with Topological Execution for Multi-Agent AI Orchestration,candidate,removed-low-quality,batch-13,remove,Zenodo page describes a single-author personal assistant system with thin system-specific metrics and broad orchestration claims; too weak and self-published for this pruning pass.
564,2603.24014,Language-Grounded Multi-Agent Planning for Personalized and Fair Participatory Urban Sensing,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
565,2603.02711,A Natural Language Agentic Approach to Study Affective Polarization,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
566,2501.14225,Multi-agent KTO: Reinforcing Strategic Interactions of Large Language Model in Language Game,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
567,2305.08844,RL4F: Generating Natural Language Feedback with Reinforcement Learning for Repairing Model Outputs,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
568,https://doi.org/10.1177/1059712321993166,Evolution of coordination in pairwise and multi-player interactions via prior commitments,candidate,reviewed-retained,batch-13,keep,Non-LLM but credible coordination/social-dilemma bridge paper with citation signal; potentially useful foundation for multi-agent coordination.
569,https://doi.org/10.26434/chemrxiv-2024-6wmg4,Accelerated end-to-end chemical synthesis development with large language models,candidate,reviewed-retained,batch-13,keep,Plausible LLM-driven scientific workflow paper with citation signal; multi-agent specificity is unclear but not obvious low-quality noise.
570,https://doi.org/10.1109/sceecs64059.2025.10940635,Multi-Agent hierarchical workflow for autonomous code generation with Large Language Models,candidate,reviewed-retained,batch-13,keep,Explicit LLM multi-agent code-generation workflow; likely incremental but relevant enough to retain for deeper review.
571,https://doi.org/10.1145/3718958.3750537,Intent-Driven Network Management with Multi-Agent LLMs: The Confucius Framework,candidate,reviewed-retained,batch-13,keep,Explicit multi-agent LLM framework in an ACM venue for network management; plausible applied systems contribution.
572,2601.22974,MiTa: A Hierarchical Multi-Agent Collaboration Framework with Memory-integrated and Task Allocation,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
573,2604.27096,"Think it, Run it: Autonomous ML pipeline generation via self-healing multi-agent AI",candidate,reviewed-retained,batch-04,keep,Retained after batch review.
574,2601.23219,MonoScale: Scaling Multi-Agent System with Monotonic Improvement,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
575,2603.11828,Large language models for optical network O&M: Agent-embedded workflow for automation,candidate,removed-low-quality,previous-canonical,remove,Optical-network O&M workflow/survey-style proposal; no empirical agent evaluation.
576,https://doi.org/10.1177/1541931213601031,Application of a System-Wide Trust Strategy when Supervising Multiple Autonomous Agents,candidate,reviewed-retained,batch-13,keep,Older non-LLM human/autonomy trust paper but clearly about supervising multiple autonomous agents and potentially useful as bridge context.
577,https://doi.org/10.65109/lkqg2705,Repurposing Manufacturing Lines on the Fly with Multi-agent Systems for the Web of Things,candidate,reviewed-retained,batch-13,keep,Non-LLM but explicit multi-agent systems paper with citation signal; reasonable bridge/foundation item for agentic design.
578,2104.06737,Natural-Language Multi-Agent Simulations of Argumentative Opinion Dynamics,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
579,1001.0115,Developing Artificial Herders Using Jason,candidate,removed-low-quality,previous-canonical,remove,"2009 contest/student strategy, non-LLM, no strong anchor value."
580,https://doi.org/10.5281/zenodo.19426917,Associative Memory Fields: Zero-Infrastructure Spreading Activation for LLM Multi-Agent Systems,candidate,removed-low-quality,batch-13,remove,Zenodo page describes a Buddys Architecture Series note with only 12 probe queries and highly system-specific memory claims; obvious thin-evidence self-published artifact.
581,https://doi.org/10.1109/icnlp65360.2025.11108400,Program Code Generation: Single LLMs vs. Multi-Agent Systems,candidate,reviewed-retained,batch-13,keep,"Directly compares single LLMs with multi-agent systems for code generation, matching a core corpus question even if the venue/citation signal is modest."
582,2604.20261,Memory-Augmented LLM-based Multi-Agent System for Automated Feature Generation on Tabular Data,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
583,2604.19926,CreativeGame:Toward Mechanic-Aware Creative Game Generation,candidate,removed-low-quality,batch-04,remove,"Game-generation technical report with internal prompts, proxy creativity/playability metrics, and no validated human or benchmark evaluation."
584,2604.24971,PolyKV: A Shared Asymmetrically-Compressed KV Cache Pool for Multi-Agent LLM Inference,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
585,2604.12776,EvoSpark: Endogenous Interactive Agent Societies for Unified Long-Horizon Narrative Evolution,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
586,2512.15310,SynthSeg-Agents: Multi-Agent Synthetic Data Generation for Zero-Shot Weakly Supervised Semantic Segmentation,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
587,https://doi.org/10.1109/iros47612.2022.9981810,Reshaping Robot Trajectories Using Natural Language Commands: A Study of Multi-Modal Data Alignment Using Transformers,candidate,removed-low-quality,batch-13,remove,"Credible robotics paper but metadata indicates language-conditioned trajectory reshaping with transformers, not LLM-driven multi-agent coordination; likely source-matching noise."
588,https://doi.org/10.1109/access.2019.2941229,Q-Learning Algorithms: A Comprehensive Classification and Applications,candidate,removed-low-quality,batch-13,remove,High-citation survey but too broad: Q-learning classification/applications rather than LLM agents or multi-agent coordination; low specificity for this corpus.
589,https://doi.org/10.1109/access.2020.2966803,Research on Integrity Check Method of Cloud Storage Multi-Copy Data Based on Multi-Agent,candidate,removed-low-quality,batch-13,remove,Cloud-storage integrity checking paper using generic multi-agent terminology; no LLM relevance and little practical value for a multi-agent LLM literature map.
590,2602.05353,AgentXRay: White-Boxing Agentic Systems via Workflow Reconstruction,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
591,2602.03145,Internet of Agentic AI: Incentive-Compatible Distributed Teaming and Workflow,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
592,2602.02751,Scaling Small Agents Through Strategy Auctions,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
593,2510.10675,Simpliflow: A Lightweight Open-Source Framework for Rapid Creation and Deployment of Generative Agentic AI Workflows,candidate,removed-low-quality,previous-canonical,remove,Tool/framework announcement with use cases but no meaningful empirical evaluation.
594,https://doi.org/10.1038/s42256-024-00944-1,LLM-based agentic systems in medicine and healthcare,candidate,reviewed-retained,batch-13,keep,High-credibility Nature Machine Intelligence survey/review on LLM agentic systems with strong citation signal; should remain even if not exclusively multi-agent.
595,https://doi.org/10.1016/j.acags.2024.100218,Streamlining geoscience data analysis with an LLM-driven workflow,candidate,reviewed-retained,batch-13,keep,LLM-driven domain workflow paper with some citation signal; multi-agent specificity is unclear but it is plausible agentic workflow context and not obvious noise.
596,https://doi.org/10.1016/j.mfglet.2024.03.010,Large language model based agent for process planning of fiber composite structures,candidate,reviewed-retained,batch-14,keep,"Credible Elsevier manufacturing journal paper with citation signal; it appears more single-agent and domain-specific than multi-agent, but is not obvious low-quality noise."
597,2208.09554,Integrating Diverse Knowledge Sources for Online One-shot Learning of Novel Tasks,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
598,2407.12821,AutoFlow: Automated Workflow Generation for Large Language Model Agents,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
599,https://doi.org/10.1109/mcg.2025.3607741,Agentic Visualization: Extracting Agent-Based Design Patterns From Visualization Systems,candidate,reviewed-retained,batch-14,keep,"IEEE Computer Graphics and Applications article with substantial references; likely a bridge/design-pattern paper for agentic systems rather than core LLM-MAS, but credible enough to retain."
600,2602.16958,Automating Agent Hijacking via Structural Template Injection,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
601,2604.13206,Numerical Instability and Chaos: Quantifying the Unpredictability of Large Language Models,candidate,removed-low-quality,batch-04,remove,False positive for this map: studies numerical instability in LLM inference with only incidental MAS/agent-workflow discussion.
602,2603.22648,AwesomeLit: Towards Hypothesis Generation with Agent-Supported Literature Research,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
603,2603.16104,Efficient LLM Serving for Agentic Workflows: A Data Systems Perspective,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
604,2603.12201,IndexCache: Accelerating Sparse Attention via Cross-Layer Index Reuse,candidate,removed-low-quality,batch-04,remove,Off-scope corpus noise for this multi-agent map: sparse-attention/inference-acceleration paper with only incidental agentic-workflow motivation and no LLM-agent or multi-agent mechanism.
605,2602.06085,LAAFD: LLM-based Agents for Accelerated FPGA Design,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
606,2509.03817,Learning to Deliberate: Meta-policy Collaboration for Agentic LLMs with Multi-agent Reinforcement Learning,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
607,2604.13705,Beyond Arrow's Impossibility: Fairness as an Emergent Property of Multi-Agent Collaboration,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
608,2601.04742,Tool-MAD: A Multi-Agent Debate Framework for Fact Verification with Diverse Tool Augmentation and Adaptive Retrieval,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
609,2510.01295,The Social Laboratory: A Psychometric Framework for Multi-Agent LLM Evaluation,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
610,2604.16729,Agentic Large Language Models for Training-Free Neuro-Radiological Image Analysis,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
611,2304.07297,Language Instructed Reinforcement Learning for Human-AI Coordination,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
612,2511.11169,Refine and Align: Confidence Calibration through Multi-Agent Interaction in VQA,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
613,2502.01971,Bottom-Up Reputation Promotes Cooperation with Multi-Agent Reinforcement Learning,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
614,2507.07257,Open Source Planning & Control System with Language Agents for Autonomous Scientific Discovery,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
615,https://doi.org/10.1101/2025.08.22.25334049,Orchestrated multi agents sustain accuracy under clinical-scale workloads compared to a single agent,candidate,reviewed-retained,batch-14,keep,"MedRxiv-style preprint but the abstract directly compares orchestrated multi-agent and single-agent clinical workloads with model, scale, cost, and significance claims; needs deeper rigor review rather than removal."
616,2604.21154,Agentic AI for Personalized Physiotherapy: A Multi-Agent Framework for Generative Video Training and Real-Time Pose Correction,candidate,removed-low-quality,previous-canonical,remove,Three-page medical architecture plus evaluation plan; claims unsupported.
617,2603.13800,Beyond Medical Diagnostics: How Medical Multimodal Large Language Models Think in Space,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
618,2501.08324,ADAM: An AI Reasoning and Bioinformatics Model for Alzheimer's Disease Detection and Microbiome-Clinical Data Integration,candidate,removed-low-quality,batch-04,remove,"Weak MAS contribution in a high-stakes biomedical setting: mostly a sequential XGBoost/SHAP plus GPT-4o summarization/classification pipeline, with no convincing multi-agent ablation and only a small dataset."
619,2508.20996,ChatThero: An LLM-Supported Chatbot for Behavior Change and Therapeutic Support in Addiction Recovery,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
620,2402.06634,SocraSynth: Multi-LLM Reasoning with Conditional Statistics,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
621,2310.00194,Improving Planning with Large Language Models: A Modular Agentic Architecture,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
622,2601.21936,AgenticSimLaw: A Juvenile Courtroom Multi-Agent Debate Simulation for Explainable High-Stakes Tabular Decision Making,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
623,2602.14251,Multi-Agent Debate: A Unified Agentic Framework for Tabular Anomaly Detection,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
624,2512.00617,ART: Adaptive Response Tuning Framework -- A Multi-Agent Tournament-Based Approach to LLM Response Optimization,candidate,removed-low-quality,batch-04,remove,Tournament-response framework evaluated with mock agents rather than real LLM-agent experiments; broad reliability claims unsupported.
625,https://doi.org/10.1007/s44443-025-00353-3,Adaptive heterogeneous multi-agent debate for enhanced educational and factual reasoning in large language models,candidate,reviewed-retained,batch-14,keep,Springer journal record with direct LLM multi-agent debate topic and enough reference signal; low citations due recency but plausibly relevant.
626,https://doi.org/10.48448/ed35-tw18,OSC: Cognitive Orchestration through Dynamic Knowledge Alignment in Multi-Agent LLM Collaboration,candidate,reviewed-needs-followup,batch-14,needs_followup,"OpenAlex resolves this as repository-hosted Open MIND content rather than a standard venue record, but the abstract is directly about knowledge-aware multi-agent LLM collaboration, so artifact-level follow-up is warranted."
627,2512.11213,FutureWeaver: Planning Test-Time Compute for Multi-Agent Systems with Modularized Collaboration,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
628,https://doi.org/10.20944/preprints202507.1294.v1,Beyond Prompt Chaining: The TB-CSPN Architecture for Agentic AI,candidate,reviewed-needs-followup,batch-14,needs_followup,"Preprints.org architecture paper with no citation/venue signal yet; abstract claims formal coordination and efficiency gains over LangGraph-style orchestration, making it plausible but in need of PDF-level verification."
629,2604.25318,Cutscene Agent: An LLM Agent Framework for Automated 3D Cutscene Generation,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
630,https://doi.org/10.1137/1.9781611978520.43,CoMAL: Collaborative Multi-Agent Large Language Models for Mixed-Autonomy Traffic,candidate,reviewed-retained,batch-14,keep,SIAM SDM proceedings chapter with explicit collaborative multi-agent LLMs for mixed-autonomy traffic; direct and credible enough to keep.
631,2604.19856,ChipCraftBrain: Validation-First RTL Generation via Multi-Agent Orchestration,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
632,2603.29632,An Empirical Study of Multi-Agent Collaboration for Automated Research,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
633,2603.07972,Adaptive Collaboration with Humans: Metacognitive Policy Optimization for Multi-Agent LLMs with Continual Learning,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
634,2601.20352,AMA: Adaptive Memory via Multi-Agent Collaboration,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
635,2601.11327,Can Small Agents Collaborate to Beat a Single Large Language Model?,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
636,2602.08009,"Towards Adaptive, Scalable, and Robust Coordination of LLM Agents: A Dynamic Ad-Hoc Networking Perspective",candidate,reviewed-retained,batch-04,keep,Retained after batch review.
637,2501.12909,FilmAgent: A Multi-Agent Framework for End-to-End Film Automation in Virtual 3D Spaces,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
638,https://doi.org/10.1109/tnnls.2025.3558282,A Local Information Aggregation-Based Multiagent Reinforcement Learning for Robot Swarm Dynamic Task Allocation,candidate,reviewed-retained,batch-14,keep,IEEE TNNLS MARL/swarm paper is not LLM-specific but is a credible bridge item for distributed coordination and task allocation.
639,2506.20664,The Decrypto Benchmark for Multi-Agent Reasoning and Theory of Mind,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
640,https://doi.org/10.12732/ijam.v38i12s.1392,CLOUD-NATIVE ORCHESTRATION PATTERNS FOR MULTI-AGENT HEALTHCARE LLMS,candidate,reviewed-needs-followup,batch-14,needs_followup,"Weak venue/provenance signals and all-caps title raise quality concerns, but the DOI page exposes a concrete abstract on healthcare LLM orchestration with experiments, so this should be checked before removal."
641,2512.11689,Evaluating Cooperative Resilience in Multiagent Systems: A Comparison Between Humans and LLMs,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
642,2502.03845,PAGNet: Pluggable Adaptive Generative Networks for Information Completion in Multi-Agent Communication,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
643,2601.05746,DynaDebate: Breaking Homogeneity in Multi-Agent Debate with Dynamic Path Generation,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
644,2605.00691,Learning to Act and Cooperate for Distributed Black-Box Consensus Optimization,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
645,2604.20348,Bimanual Robot Manipulation via Multi-Agent In-Context Learning,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
646,1909.02128,No Press Diplomacy: Modeling Multi-Agent Gameplay,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
647,https://doi.org/10.3390/app12168004,Adherence Improves Cooperation in Sequential Social Dilemmas,candidate,reviewed-retained,batch-14,keep,"MDPI Applied Sciences social-dilemma/MARL paper with some citation signal; not LLM-specific, but relevant as a coordination and cooperation bridge rather than obvious noise."
648,2601.09667,Collaborative Multi-Agent Test-Time Reinforcement Learning for Reasoning,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
649,2511.00181,From Evidence to Verdict: An Agent-Based Forensic Framework for AI-Generated Image Detection,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
650,2505.21985,Reward-Independent Messaging for Decentralized Multi-Agent Reinforcement Learning,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
651,https://doi.org/10.18653/v1/2024.findings-emnlp.549,AgentsCourt: Building Judicial Decision-Making Agents with Court Debate Simulation and Legal Knowledge Augmentation,candidate,reviewed-retained,batch-14,keep,Findings of EMNLP paper with direct legal debate-simulation agents and knowledge augmentation; strong corpus fit despite needing deeper evaluation scrutiny.
652,2511.07784,Can LLM Agents Really Debate? A Controlled Study of Multi-Agent Debate in Logical Reasoning,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
653,https://doi.org/10.32388/3y8v71,Diversity of Thought Elicits Stronger Reasoning Capabilities in Multi-Agent Debate Frameworks,candidate,reviewed-needs-followup,batch-14,needs_followup,"Qeios posted-content record and strong performance claims need verification, but the abstract directly concerns heterogeneous LLM debate and cites relevant debate work."
654,2604.27221,Web2BigTable: A Bi-Level Multi-Agent LLM System for Internet-Scale Information Search and Extraction,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
655,2602.01331,A-MapReduce: Executing Wide Search via Agentic MapReduce,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
656,2603.20215,Multi-Agent Debate with Memory Masking,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
