rank,id,title,status,coverage_status,review_batch,note
507,2604.23993,EPM-RL: Reinforcement Learning for On-Premise Product Mapping in E-Commerce,candidate,assigned-for-review,batch-03.csv,Assigned to a review batch.
508,2603.01089,CARD: Towards Conditional Design of Multi-agent Topological Structures,candidate,assigned-for-review,batch-03.csv,Assigned to a review batch.
509,https://openalex.org/W2895921264,Intrinsic Social Motivation via Causal Influence in Multi-Agent RL,candidate,assigned-for-review,batch-03.csv,Assigned to a review batch.
510,https://doi.org/10.1002/pra2.1034,“Tipping the Balance”: Human Intervention in Large Language Model Multi‐Agent Debate,candidate,assigned-for-review,batch-12.csv,Assigned to a review batch.
511,2604.27264,Self-Evolving Software Agents,candidate,previously-removed,,Already removed from manifest and recorded in removed-low-quality file.
512,2510.05611,MADIAVE: Multi-Agent Debate for Implicit Attribute Value Extraction,candidate,assigned-for-review,batch-03.csv,Assigned to a review batch.
513,2506.11825,Revealing Political Bias in LLMs through Structured Multi-Agent Debate,candidate,assigned-for-review,batch-03.csv,Assigned to a review batch.
514,2502.09369,Language Agents as Digital Representatives in Collective Decision-Making,candidate,assigned-for-review,batch-03.csv,Assigned to a review batch.
515,https://doi.org/10.30693/smj.2025.14.10.140,Multi-Agent Debate System based on Large Language Model: Comparative Analysis of Interaction Architectures,candidate,assigned-for-review,batch-12.csv,Assigned to a review batch.
516,2602.02979,CPMobius: Iterative Coach-Player Reasoning for Data-Free Reinforcement Learning,candidate,assigned-for-review,batch-03.csv,Assigned to a review batch.
517,https://doi.org/10.1038/s44387-025-00003-z,PRefLexOR: preference-based recursive language modeling for exploratory optimization of reasoning and agentic thinking,candidate,assigned-for-review,batch-12.csv,Assigned to a review batch.
518,https://doi.org/10.3390/robotics14030024,Agentic Workflows for Improving Large Language Model Reasoning in Robotic Object-Centered Planning,candidate,assigned-for-review,batch-12.csv,Assigned to a review batch.
519,2604.24831,FGDM: Reasoning Aware Multi-Agentic Framework for Software Bug Detection using Chain of Thought and Tree of Thought Prompting,candidate,assigned-for-review,batch-03.csv,Assigned to a review batch.
520,2604.17353,Hive: A Multi-Agent Infrastructure for Algorithm- and Task-Level Scaling,candidate,assigned-for-review,batch-03.csv,Assigned to a review batch.
521,2601.17566,Sponge Tool Attack: Stealthy Denial-of-Efficiency against Tool-Augmented Agentic Reasoning,candidate,assigned-for-review,batch-03.csv,Assigned to a review batch.
522,2602.09829,Internalizing Multi-Agent Reasoning for Accurate and Efficient LLM-based Recommendation,candidate,assigned-for-review,batch-03.csv,Assigned to a review batch.
523,2511.21686,Matrix: Peer-to-Peer Multi-Agent Synthetic Data Generation Framework,candidate,assigned-for-review,batch-03.csv,Assigned to a review batch.
524,2504.01911,Advancing AI-Scientist Understanding: Multi-Agent LLMs with Interpretable Physics Reasoning,candidate,previously-removed,,Already removed from manifest and recorded in removed-low-quality file.
525,2603.20265,JCAS-MARL: Joint Communication and Sensing UAV Networks via Resource-Constrained Multi-Agent Reinforcement Learning,candidate,previously-removed,,Already removed from manifest and recorded in removed-low-quality file.
526,https://doi.org/10.1016/j.automatica.2024.112047,A matching problem between two decoupled multi-agent systems with reference tracking capabilities,candidate,assigned-for-review,batch-12.csv,Assigned to a review batch.
527,2501.00083,AI Agent for Education: von Neumann Multi-Agent System Framework,candidate,previously-removed,,Already removed from manifest and recorded in removed-low-quality file.
528,2512.18094,Rethinking Multi-Agent Intelligence Through the Lens of Small-World Networks,candidate,assigned-for-review,batch-03.csv,Assigned to a review batch.
529,https://doi.org/10.1080/12265934.2025.2462823,Enhancing participatory planning with ChatGPT-assisted planning support systems: a hypothetical case study in Seoul,candidate,assigned-for-review,batch-12.csv,Assigned to a review batch.
530,https://doi.org/10.3390/rs17030466,Co-LLaVA: Efficient Remote Sensing Visual Question Answering via Model Collaboration,candidate,assigned-for-review,batch-12.csv,Assigned to a review batch.
531,2507.01701,Exploring Advanced LLM Multi-Agent Systems Based on Blackboard Architecture,candidate,assigned-for-review,batch-03.csv,Assigned to a review batch.
532,https://doi.org/10.18653/v1/2025.acl-long.1202,Graph Counselor: Adaptive Graph Exploration via Multi-Agent Synergy to Enhance LLM Reasoning,candidate,assigned-for-review,batch-12.csv,Assigned to a review batch.
533,2006.04109,Incorporating Pragmatic Reasoning Communication into Emergent Language,candidate,assigned-for-review,batch-03.csv,Assigned to a review batch.
534,2410.13768,Rapid and Automated Alloy Design with Graph Neural Network-Powered LLM-Driven Multi-Agent Systems,candidate,assigned-for-review,batch-03.csv,Assigned to a review batch.
535,https://doi.org/10.1109/lra.2025.3533476,A Dual-Agent Collaboration Framework Based on LLMs for Nursing Robots to Perform Bimanual Coordination Tasks,candidate,assigned-for-review,batch-13.csv,Assigned to a review batch.
536,2604.04664,ROSClaw: A Hierarchical Semantic-Physical Framework for Heterogeneous Multi-Agent Collaboration,candidate,assigned-for-review,batch-03.csv,Assigned to a review batch.
537,2603.09152,DataFactory: Collaborative Multi-Agent Framework for Advanced Table Question Answering,candidate,assigned-for-review,batch-03.csv,Assigned to a review batch.
538,https://doi.org/10.63278/jicrcr.vi.3596,Privacy-Preserving LLM Infrastructure With Multi-Agent Orchestration And RAG-Driven Retrieval,candidate,assigned-for-review,batch-13.csv,Assigned to a review batch.
539,2505.07313,Towards Multi-Agent Reasoning Systems for Collaborative Expertise Delegation: An Exploratory Design Study,candidate,assigned-for-review,batch-03.csv,Assigned to a review batch.
540,https://doi.org/10.1109/sisy62279.2024.10737601,An Intelligent LLM-Powered Personalized Assistant for Digital Banking Using LangGraph and Chain of Thoughts,candidate,assigned-for-review,batch-13.csv,Assigned to a review batch.
541,2404.16698,Cooperate or Collapse: Emergence of Sustainable Cooperation in a Society of LLM Agents,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
542,2601.03073,Understanding Multi-Agent Reasoning with Large Language Models for Cartoon VQA,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
543,2604.16566,Agentic AI for Education: A Unified Multi-Agent Framework for Personalized Learning and Institutional Intelligence,candidate,previously-removed,,Already removed from manifest and recorded in removed-low-quality file.
544,2604.12250,How memory can affect collective and cooperative behaviors in an LLM-Based Social Particle Swarm,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
545,2603.03680,MAGE: Meta-Reinforcement Learning for Language Agents toward Strategic Exploration and Exploitation,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
546,2511.11373,MarsRL: Advancing Multi-Agent Reasoning System via Reinforcement Learning with Agentic Pipeline Parallelism,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
547,2504.19487,Evolution of Cooperation in LLM-Agent Societies: A Preliminary Study Using Different Punishment Strategies,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
548,2504.07830,MOSAIC: Modeling Social AI for Content Dissemination and Regulation in Multi-Agent Simulations,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
549,2410.20007,Cooperative Strategic Planning Enhances Reasoning Capabilities in Large Language Models,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
550,1802.08757,Fully Decentralized Multi-Agent Reinforcement Learning with Networked Agents,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
551,https://doi.org/10.1109/bigdata62323.2024.10825553,ASPIRE: A Multi-Agent Framework for Execution-Free Code Analysis and Repair,candidate,assigned-for-review,batch-13.csv,Assigned to a review batch.
552,2603.13605,Orla: A Library for Serving LLM-Based Multi-Agent Systems,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
553,2024.00008,From Data to Story: Towards Automatic Animated Data Video Creation with LLM-Based Multi-Agent Systems,candidate,assigned-for-review,batch-13.csv,Assigned to a review batch.
554,2406.08979,Multi-Agent Collaboration via Cross-Team Orchestration,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
555,2604.18764,CHICO-Agent: An LLM Agent for the Cross-layer Optimization of 2.5D and 3D Chiplet-based Systems,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
556,2604.25899,Pythia: Toward Predictability-Driven Agent-Native LLM Serving,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
557,2604.23626,GraphPlanner: Graph Memory-Augmented Agentic Routing for Multi-Agent LLMs,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
558,2602.11754,Cooperation Breakdown in LLM Agents Under Communication Delays,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
559,2506.18783,TRIZ Agents: A Multi-Agent LLM Approach for TRIZ-Based Innovation,candidate,previously-removed,,Already removed from manifest and recorded in removed-low-quality file.
560,2404.01663,CMAT: A Multi-Agent Collaboration Tuning Framework for Enhancing Small Language Models,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
561,2604.27882,Building Persona-Based Agents On Demand: Tailoring Multi-Agent Workflows to User Needs,candidate,previously-removed,,Already removed from manifest and recorded in removed-low-quality file.
562,https://doi.org/10.1101/2025.01.23.634608,BioMaster: Multi-agent System for Automated Bioinformatics Analysis Workflow,candidate,assigned-for-review,batch-13.csv,Assigned to a review batch.
563,https://doi.org/10.5281/zenodo.18911464,LLM-Driven DAG Planning with Topological Execution for Multi-Agent AI Orchestration,candidate,assigned-for-review,batch-13.csv,Assigned to a review batch.
564,2603.24014,Language-Grounded Multi-Agent Planning for Personalized and Fair Participatory Urban Sensing,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
565,2603.02711,A Natural Language Agentic Approach to Study Affective Polarization,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
566,2501.14225,Multi-agent KTO: Reinforcing Strategic Interactions of Large Language Model in Language Game,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
567,2305.08844,RL4F: Generating Natural Language Feedback with Reinforcement Learning for Repairing Model Outputs,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
568,https://doi.org/10.1177/1059712321993166,Evolution of coordination in pairwise and multi-player interactions via prior commitments,candidate,assigned-for-review,batch-13.csv,Assigned to a review batch.
569,https://doi.org/10.26434/chemrxiv-2024-6wmg4,Accelerated end-to-end chemical synthesis development with large language models,candidate,assigned-for-review,batch-13.csv,Assigned to a review batch.
570,https://doi.org/10.1109/sceecs64059.2025.10940635,Multi-Agent hierarchical workflow for autonomous code generation with Large Language Models,candidate,assigned-for-review,batch-13.csv,Assigned to a review batch.
571,https://doi.org/10.1145/3718958.3750537,Intent-Driven Network Management with Multi-Agent LLMs: The Confucius Framework,candidate,assigned-for-review,batch-13.csv,Assigned to a review batch.
572,2601.22974,MiTa: A Hierarchical Multi-Agent Collaboration Framework with Memory-integrated and Task Allocation,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
573,2604.27096,"Think it, Run it: Autonomous ML pipeline generation via self-healing multi-agent AI",candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
574,2601.23219,MonoScale: Scaling Multi-Agent System with Monotonic Improvement,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
575,2603.11828,Large language models for optical network O&M: Agent-embedded workflow for automation,candidate,previously-removed,,Already removed from manifest and recorded in removed-low-quality file.
576,https://doi.org/10.1177/1541931213601031,Application of a System-Wide Trust Strategy when Supervising Multiple Autonomous Agents,candidate,assigned-for-review,batch-13.csv,Assigned to a review batch.
577,https://doi.org/10.65109/lkqg2705,Repurposing Manufacturing Lines on the Fly with Multi-agent Systems for the Web of Things,candidate,assigned-for-review,batch-13.csv,Assigned to a review batch.
578,2104.06737,Natural-Language Multi-Agent Simulations of Argumentative Opinion Dynamics,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
579,1001.0115,Developing Artificial Herders Using Jason,candidate,previously-removed,,Already removed from manifest and recorded in removed-low-quality file.
580,https://doi.org/10.5281/zenodo.19426917,Associative Memory Fields: Zero-Infrastructure Spreading Activation for LLM Multi-Agent Systems,candidate,assigned-for-review,batch-13.csv,Assigned to a review batch.
581,https://doi.org/10.1109/icnlp65360.2025.11108400,Program Code Generation: Single LLMs vs. Multi-Agent Systems,candidate,assigned-for-review,batch-13.csv,Assigned to a review batch.
582,2604.20261,Memory-Augmented LLM-based Multi-Agent System for Automated Feature Generation on Tabular Data,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
583,2604.19926,CreativeGame:Toward Mechanic-Aware Creative Game Generation,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
584,2604.24971,PolyKV: A Shared Asymmetrically-Compressed KV Cache Pool for Multi-Agent LLM Inference,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
585,2604.12776,EvoSpark: Endogenous Interactive Agent Societies for Unified Long-Horizon Narrative Evolution,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
586,2512.15310,SynthSeg-Agents: Multi-Agent Synthetic Data Generation for Zero-Shot Weakly Supervised Semantic Segmentation,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
587,https://doi.org/10.1109/iros47612.2022.9981810,Reshaping Robot Trajectories Using Natural Language Commands: A Study of Multi-Modal Data Alignment Using Transformers,candidate,assigned-for-review,batch-13.csv,Assigned to a review batch.
588,https://doi.org/10.1109/access.2019.2941229,Q-Learning Algorithms: A Comprehensive Classification and Applications,candidate,assigned-for-review,batch-13.csv,Assigned to a review batch.
589,https://doi.org/10.1109/access.2020.2966803,Research on Integrity Check Method of Cloud Storage Multi-Copy Data Based on Multi-Agent,candidate,assigned-for-review,batch-13.csv,Assigned to a review batch.
590,2602.05353,AgentXRay: White-Boxing Agentic Systems via Workflow Reconstruction,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
591,2602.03145,Internet of Agentic AI: Incentive-Compatible Distributed Teaming and Workflow,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
592,2602.02751,Scaling Small Agents Through Strategy Auctions,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
593,2510.10675,Simpliflow: A Lightweight Open-Source Framework for Rapid Creation and Deployment of Generative Agentic AI Workflows,candidate,previously-removed,,Already removed from manifest and recorded in removed-low-quality file.
594,https://doi.org/10.1038/s42256-024-00944-1,LLM-based agentic systems in medicine and healthcare,candidate,assigned-for-review,batch-13.csv,Assigned to a review batch.
595,https://doi.org/10.1016/j.acags.2024.100218,Streamlining geoscience data analysis with an LLM-driven workflow,candidate,assigned-for-review,batch-13.csv,Assigned to a review batch.
596,https://doi.org/10.1016/j.mfglet.2024.03.010,Large language model based agent for process planning of fiber composite structures,candidate,assigned-for-review,batch-14.csv,Assigned to a review batch.
597,2208.09554,Integrating Diverse Knowledge Sources for Online One-shot Learning of Novel Tasks,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
598,2407.12821,AutoFlow: Automated Workflow Generation for Large Language Model Agents,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
599,https://doi.org/10.1109/mcg.2025.3607741,Agentic Visualization: Extracting Agent-Based Design Patterns From Visualization Systems,candidate,assigned-for-review,batch-14.csv,Assigned to a review batch.
600,2602.16958,Automating Agent Hijacking via Structural Template Injection,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
601,2604.13206,Numerical Instability and Chaos: Quantifying the Unpredictability of Large Language Models,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
602,2603.22648,AwesomeLit: Towards Hypothesis Generation with Agent-Supported Literature Research,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
603,2603.16104,Efficient LLM Serving for Agentic Workflows: A Data Systems Perspective,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
604,2603.12201,IndexCache: Accelerating Sparse Attention via Cross-Layer Index Reuse,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
605,2602.06085,LAAFD: LLM-based Agents for Accelerated FPGA Design,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
606,2509.03817,Learning to Deliberate: Meta-policy Collaboration for Agentic LLMs with Multi-agent Reinforcement Learning,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
607,2604.13705,Beyond Arrow's Impossibility: Fairness as an Emergent Property of Multi-Agent Collaboration,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
608,2601.04742,Tool-MAD: A Multi-Agent Debate Framework for Fact Verification with Diverse Tool Augmentation and Adaptive Retrieval,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
609,2510.01295,The Social Laboratory: A Psychometric Framework for Multi-Agent LLM Evaluation,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
610,2604.16729,Agentic Large Language Models for Training-Free Neuro-Radiological Image Analysis,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
611,2304.07297,Language Instructed Reinforcement Learning for Human-AI Coordination,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
612,2511.11169,Refine and Align: Confidence Calibration through Multi-Agent Interaction in VQA,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
613,2502.01971,Bottom-Up Reputation Promotes Cooperation with Multi-Agent Reinforcement Learning,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
614,2507.07257,Open Source Planning & Control System with Language Agents for Autonomous Scientific Discovery,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
615,https://doi.org/10.1101/2025.08.22.25334049,Orchestrated multi agents sustain accuracy under clinical-scale workloads compared to a single agent,candidate,assigned-for-review,batch-14.csv,Assigned to a review batch.
616,2604.21154,Agentic AI for Personalized Physiotherapy: A Multi-Agent Framework for Generative Video Training and Real-Time Pose Correction,candidate,previously-removed,,Already removed from manifest and recorded in removed-low-quality file.
617,2603.13800,Beyond Medical Diagnostics: How Medical Multimodal Large Language Models Think in Space,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
618,2501.08324,ADAM: An AI Reasoning and Bioinformatics Model for Alzheimer's Disease Detection and Microbiome-Clinical Data Integration,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
619,2508.20996,ChatThero: An LLM-Supported Chatbot for Behavior Change and Therapeutic Support in Addiction Recovery,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
620,2402.06634,SocraSynth: Multi-LLM Reasoning with Conditional Statistics,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
621,2310.00194,Improving Planning with Large Language Models: A Modular Agentic Architecture,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
622,2601.21936,AgenticSimLaw: A Juvenile Courtroom Multi-Agent Debate Simulation for Explainable High-Stakes Tabular Decision Making,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
623,2602.14251,Multi-Agent Debate: A Unified Agentic Framework for Tabular Anomaly Detection,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
624,2512.00617,ART: Adaptive Response Tuning Framework -- A Multi-Agent Tournament-Based Approach to LLM Response Optimization,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
625,https://doi.org/10.1007/s44443-025-00353-3,Adaptive heterogeneous multi-agent debate for enhanced educational and factual reasoning in large language models,candidate,assigned-for-review,batch-14.csv,Assigned to a review batch.
626,https://doi.org/10.48448/ed35-tw18,OSC: Cognitive Orchestration through Dynamic Knowledge Alignment in Multi-Agent LLM Collaboration,candidate,assigned-for-review,batch-14.csv,Assigned to a review batch.
627,2512.11213,FutureWeaver: Planning Test-Time Compute for Multi-Agent Systems with Modularized Collaboration,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
628,https://doi.org/10.20944/preprints202507.1294.v1,Beyond Prompt Chaining: The TB-CSPN Architecture for Agentic AI,candidate,assigned-for-review,batch-14.csv,Assigned to a review batch.
629,2604.25318,Cutscene Agent: An LLM Agent Framework for Automated 3D Cutscene Generation,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
630,https://doi.org/10.1137/1.9781611978520.43,CoMAL: Collaborative Multi-Agent Large Language Models for Mixed-Autonomy Traffic,candidate,assigned-for-review,batch-14.csv,Assigned to a review batch.
631,2604.19856,ChipCraftBrain: Validation-First RTL Generation via Multi-Agent Orchestration,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
632,2603.29632,An Empirical Study of Multi-Agent Collaboration for Automated Research,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
633,2603.07972,Adaptive Collaboration with Humans: Metacognitive Policy Optimization for Multi-Agent LLMs with Continual Learning,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
634,2601.20352,AMA: Adaptive Memory via Multi-Agent Collaboration,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
635,2601.11327,Can Small Agents Collaborate to Beat a Single Large Language Model?,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
636,2602.08009,"Towards Adaptive, Scalable, and Robust Coordination of LLM Agents: A Dynamic Ad-Hoc Networking Perspective",candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
637,2501.12909,FilmAgent: A Multi-Agent Framework for End-to-End Film Automation in Virtual 3D Spaces,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
638,https://doi.org/10.1109/tnnls.2025.3558282,A Local Information Aggregation-Based Multiagent Reinforcement Learning for Robot Swarm Dynamic Task Allocation,candidate,assigned-for-review,batch-14.csv,Assigned to a review batch.
639,2506.20664,The Decrypto Benchmark for Multi-Agent Reasoning and Theory of Mind,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
640,https://doi.org/10.12732/ijam.v38i12s.1392,CLOUD-NATIVE ORCHESTRATION PATTERNS FOR MULTI-AGENT HEALTHCARE LLMS,candidate,assigned-for-review,batch-14.csv,Assigned to a review batch.
641,2512.11689,Evaluating Cooperative Resilience in Multiagent Systems: A Comparison Between Humans and LLMs,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
642,2502.03845,PAGNet: Pluggable Adaptive Generative Networks for Information Completion in Multi-Agent Communication,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
643,2601.05746,DynaDebate: Breaking Homogeneity in Multi-Agent Debate with Dynamic Path Generation,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
644,2605.00691,Learning to Act and Cooperate for Distributed Black-Box Consensus Optimization,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
645,2604.20348,Bimanual Robot Manipulation via Multi-Agent In-Context Learning,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
646,1909.02128,No Press Diplomacy: Modeling Multi-Agent Gameplay,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
647,https://doi.org/10.3390/app12168004,Adherence Improves Cooperation in Sequential Social Dilemmas,candidate,assigned-for-review,batch-14.csv,Assigned to a review batch.
648,2601.09667,Collaborative Multi-Agent Test-Time Reinforcement Learning for Reasoning,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
649,2511.00181,From Evidence to Verdict: An Agent-Based Forensic Framework for AI-Generated Image Detection,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
650,2505.21985,Reward-Independent Messaging for Decentralized Multi-Agent Reinforcement Learning,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
651,https://doi.org/10.18653/v1/2024.findings-emnlp.549,AgentsCourt: Building Judicial Decision-Making Agents with Court Debate Simulation and Legal Knowledge Augmentation,candidate,assigned-for-review,batch-14.csv,Assigned to a review batch.
652,2511.07784,Can LLM Agents Really Debate? A Controlled Study of Multi-Agent Debate in Logical Reasoning,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
653,https://doi.org/10.32388/3y8v71,Diversity of Thought Elicits Stronger Reasoning Capabilities in Multi-Agent Debate Frameworks,candidate,assigned-for-review,batch-14.csv,Assigned to a review batch.
654,2604.27221,Web2BigTable: A Bi-Level Multi-Agent LLM System for Internet-Scale Information Search and Extraction,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
655,2602.01331,A-MapReduce: Executing Wide Search via Agentic MapReduce,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
656,2603.20215,Multi-Agent Debate with Memory Masking,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
657,2510.06843,SID: Multi-LLM Debate Driven by Self Signals,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
658,2507.03928,CortexDebate: Debating Sparsely and Equally for Multi-Agent Debate,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
659,2505.24671,Multiple LLM Agents Debate for Equitable Cultural Alignment,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
660,2604.17191,Do LLM-derived graph priors improve multi-agent coordination?,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
661,2603.21574,Adaptive Robust Estimator for Multi-Agent Reinforcement Learning,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
662,2604.00344,Agent Q-Mix: Selecting the Right Action for LLM Multi-Agent Systems through Reinforcement Learning,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
663,https://doi.org/10.1609/aaai.v38i16.29710,ProAgent: Building Proactive Cooperative Agents with Large Language Models,candidate,assigned-for-review,batch-14.csv,Assigned to a review batch.
664,2602.07848,MARTI-MARS$^2$: Scaling Multi-Agent Self-Search via Reinforcement Learning for Code Generation,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
665,2506.14234,Xolver: Multi-Agent Reasoning with Holistic Experience Learning Just Like an Olympiad Team,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
666,2605.00444,Scaling Video Understanding via Compact Latent Multi-Agent Collaboration,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
667,2603.28986,Mimosa Framework: Toward Evolving Multi-Agent Systems for Scientific Research,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
668,2402.15538,AgentLite: A Lightweight Library for Building and Advancing Task-Oriented LLM Agent System,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
669,2408.08054,Text2BIM: Generating Building Models Using a Large Language Model-based Multi-Agent Framework,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
670,https://doi.org/10.1038/s42004-025-01776-9,ChemGraph as an agentic framework for computational chemistry workflows,candidate,assigned-for-review,batch-14.csv,Assigned to a review batch.
671,2508.13167,Chain-of-Agents: End-to-End Agent Foundation Models via Multi-Agent Distillation and Agentic RL,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
672,2604.23285,Towards Agentic Test-Driven Quality Assurance for 6G Networks,candidate,previously-removed,,Already removed from manifest and recorded in removed-low-quality file.
673,2025.00006,SALLMA: A Software Architecture for LLM-Based Multi-Agent Systems,candidate,assigned-for-review,batch-14.csv,Assigned to a review batch.
674,2604.14609,El Agente Forjador: Task-Driven Agent Generation for Quantum Simulation,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
675,2604.10599,Rethinking Software Engineering for Agentic AI Systems,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
676,2604.05278,Spec Kit Agents: Context-Grounded Agentic Workflows,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
677,2602.24068,A Novel Hierarchical Multi-Agent System for Payments Using LLMs,candidate,previously-removed,,Already removed from manifest and recorded in removed-low-quality file.
678,2604.09618,HearthNet: Edge Multi-Agent Orchestration for Smart Homes,candidate,previously-removed,,Already removed from manifest and recorded in removed-low-quality file.
679,2604.17745,HiRAS: A Hierarchical Multi-Agent Framework for Paper-to-Code Generation and Execution,candidate,assigned-for-review,batch-04.csv,Assigned to a review batch.
680,2509.10769,AgentArch: A Comprehensive Benchmark to Evaluate Agent Architectures in Enterprise,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
681,2604.13488,Towards Scalable Lightweight GUI Agents via Multi-role Orchestration,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
682,https://doi.org/10.1109/access.2024.3481641,DeCoAgent: Large Language Model Empowered Decentralized Autonomous Collaboration Agents Based on Smart Contracts,candidate,assigned-for-review,batch-14.csv,Assigned to a review batch.
683,https://doi.org/10.1016/j.watres.2025.124536,Leveraging large language models for automating water distribution network optimization,candidate,assigned-for-review,batch-14.csv,Assigned to a review batch.
